Name,Chip_ID,Cluster,ISO,Origin_Country,Origin
903_SPIA,2024022004,1,VNM,Vietnam,Obtained from a relative/friend
907_SPIA,2024022003,1,VNM,Vietnam,Obtained from a relative/friend
913_SPIA,2024011507,1,VNM,Vietnam,Processing factories/traders
918_SPIA,2024011507,1,VNM,Vietnam,Obtained from a relative/friend
919_SPIA,2024022004,1,VNM,Vietnam,Obtained from a relative/friend
940_SPIA,2024022003,1,VNM,Vietnam,Obtained from a relative/friend
941_SPIA,2024011509,1,VNM,Vietnam,Processing factories/traders
945_SPIA,2024011509,1,VNM,Vietnam,Obtained from a relative/friend
949_SPIA,2024022001,1,VNM,Vietnam,Obtained from a relative/friend
950_SPIA,2024022003,1,VNM,Vietnam,Obtained from a relative/friend
951_SPIA,2024022003,1,VNM,Vietnam,Obtained from a relative/friend
956_SPIA,2024022003,1,VNM,Vietnam,Obtained from a relative/friend
957_SPIA,2024011508,1,VNM,Vietnam,Obtained from a relative/friend
960_SPIA,2024022003,1,VNM,Vietnam,Obtained from a relative/friend
966_SPIA,2024022004,1,VNM,Vietnam,Obtained from a relative/friend
974_SPIA,2024011508,1,VNM,Vietnam,Obtained from a relative/friend
985_SPIA,2024011508,1,VNM,Vietnam,Processing factories/traders
986_SPIA,2024011509,1,VNM,Vietnam,Obtained from a relative/friend
987_SPIA,2024022002,1,,,
993_SPIA,2024011510,1,VNM,Vietnam,Obtained from a relative/friend
998_SPIA,2024022003,1,VNM,Vietnam,Obtained from a relative/friend
999_SPIA,2024011510,1,VNM,Vietnam,Obtained from a relative/friend
BGM-2290,2023121115,1,BRA,Brazil,GENEBANK-EmpresaBrasileiradePesquisaAgropecuária(EMBRAPA)
GB68130,1382850070,1,PHL,Philippines,
GB68142_d2,1382850070,1,PHL,Philippines,
H0209-S1,1382533600,1,VNM,Vietnam,FieldCollected
H3401-S1,1382643290,1,VNM,Vietnam,FieldCollected
H3814-S1,1382643290,1,VNM,Vietnam,FieldCollected
H3907-S1,1382643290,1,VNM,Vietnam,FieldCollected
H4105-S1,1382643290,1,VNM,Vietnam,FieldCollected
H4111-S1,1382533608,1,VNM,Vietnam,FieldCollected
H4112-S1,1382643290,1,VNM,Vietnam,FieldCollected
H4206-S1,1382643290,1,VNM,Vietnam,FieldCollected
H4702-S1,1382643290,1,VNM,Vietnam,FieldCollected
H4710-S1,1382643290,1,VNM,Vietnam,FieldCollected
H5003-S1,1382643290,1,VNM,Vietnam,FieldCollected
H5209-S01,1382533608,1,VNM,Vietnam,FieldCollected
H5405-S01,1382533608,1,VNM,Vietnam,FieldCollected
H5406-S1,1382533608,1,VNM,Vietnam,FieldCollected
H6615-S02,1382643290,1,VNM,Vietnam,FieldCollected
H7005-S1,1382643290,1,VNM,Vietnam,FieldCollected
H7013-S1,1382643290,1,VNM,Vietnam,FieldCollected
H7413-S1,1382643290,1,VNM,Vietnam,FieldCollected
H7416-S1,1382643290,1,VNM,Vietnam,FieldCollected
H7611-S01,1382643290,1,VNM,Vietnam,FieldCollected
H7704-S1,1382643290,1,VNM,Vietnam,FieldCollected
H7708-S01,1382533608,1,VNM,Vietnam,FieldCollected
H7713-S01,1382643290,1,VNM,Vietnam,FieldCollected
H7713-S02 ,1382643290,1,VNM,Vietnam,FieldCollected
H804-S1,1382643290,1,VNM,Vietnam,FieldCollected
H908-S1,1382643290,1,VNM,Vietnam,FieldCollected
H909-S1,1382533406,1,VNM,Vietnam,FieldCollected
H909-S1,1382533600,1,VNM,Vietnam,FieldCollected
KU50,2023121120,1,VNM,Vietnam,FieldCollected
KU50_Breeding,1382533285,1,COL,Colombia,CIAT-Breedingprogram
KU50_Breeding_Asia,1382850066,1,COL,Colombia,CIAT-Breedingprogram
KU50_Breeding_Asia_3,1382850070,1,VNM,Vietnam,FieldCollected
TAI16_IBG,1382850070,1,THA,Thailand,GENEBANK-CIAT
TAI27_CM,1382850070,1,THA,Thailand,GENEBANK-CIAT
TAI27_IBG,1382850070,1,THA,Thailand,GENEBANK-CIAT
1000_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1005_Vietnam,1382174465,1,VNM,Vietnam,FieldCollected
1006_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1008_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
101-10_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-11_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-12_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-13_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-14_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
101-15_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
101-1_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-2_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-3_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-4_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-5_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-6_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-7_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-8_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
101-9_Vietnam,1382174487,1,VNM,Vietnam,FieldCollected-Intraplots
1010_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
102-1_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
1028_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1029_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
103-13_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
103-3_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
103-5_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
1030_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1031_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1032_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1037_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1038_Vietnam,1382174465,1,VNM,Vietnam,FieldCollected
103_1_Vietnam,1382174478,1,VNM,Vietnam,FieldCollected-Intraplots
104-10_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-11_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-12_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-13_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-14_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-15_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-1_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-2_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-3_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-4_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-5_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-6_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-7_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-8_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
104-9_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
1040_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1048_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
105-10_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-11_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-12_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-13_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-14_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-15_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-1_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-2_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-3_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-4_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-5_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-6_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-7_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-8_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
105-9_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
1053_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1054_Vietnam,1382174465,1,VNM,Vietnam,FieldCollected
1055_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1056_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
106-10_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
106-13_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
106-14_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
106-2_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
106-5_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
106-6_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
106-7_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
106-8_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
1061_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1062_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1063_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1064_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1065_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1066_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1068_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1069_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
107-5_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
1070_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1071_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1072_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1073_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1074_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1075_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
108-2_Vietnam,1382174457,1,VNM,Vietnam,FieldCollected-Intraplots
1080_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1081_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1082_Vietnam,1382174476,1,VNM,Vietnam,FieldCollected
1083_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1084_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1085_Vietnam,1382089319,1,VNM,Vietnam,FieldCollected
1086_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1087_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1089_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
109-1_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
1090_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1092_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1093_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1094_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1095_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1096_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1097_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1099_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
10_15_Vietnam,1382089326,1,VNM,Vietnam,FieldCollected-Intraplots
10_1_Vietnam,1382089330,1,VNM,Vietnam,FieldCollected-Intraplots
10_2_Vietnam,1382089330,1,VNM,Vietnam,FieldCollected-Intraplots
10_3_Vietnam,1382089330,1,VNM,Vietnam,FieldCollected-Intraplots
10_4_Vietnam,1382089330,1,VNM,Vietnam,FieldCollected-Intraplots
10_5_Vietnam,1382089330,1,VNM,Vietnam,FieldCollected-Intraplots
10_6_Vietnam,1382089330,1,VNM,Vietnam,FieldCollected-Intraplots
10_9_Vietnam,1382089326,1,VNM,Vietnam,FieldCollected-Intraplots
10_Cam,1382174472,1,KMH,Cambodia,FieldCollected
110-14_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
110-6_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
110-8_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
1100_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1101_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1102_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1103_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1104_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1105_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1106_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1107_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1108_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
111-10_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-11_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-12_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-13_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-15_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-1_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-4_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-5_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-6_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-7_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-8_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
111-9_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
1111_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1112_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
112-9_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
1124_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1125_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
113-11_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
113-13_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
113-14_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
1131_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1132_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1137_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1138_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
114-10_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-11_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-12_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-13_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-14_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-1_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
114-3_Vietnam,1382174488,1,VNM,Vietnam,FieldCollected-Intraplots
114-4_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-5_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-7_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-8_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114-9_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
114_2_Vietnam,1382174478,1,VNM,Vietnam,FieldCollected-Intraplots
115-2_Vietnam,1382174464,1,VNM,Vietnam,FieldCollected-Intraplots
1153_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1155_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1157_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1158_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1159_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1160_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1161_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1162_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1164_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1165_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1166_Vietnam,1382174477,1,VNM,Vietnam,FieldCollected
1167_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1168_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1169_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1170_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1171_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
1172_Vietnam,1382089316,1,VNM,Vietnam,FieldCollected
11_11_Vietnam,1382089326,1,VNM,Vietnam,FieldCollected-Intraplots
