"","X","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B13A_C1","M4B13A_C2","M4B13A_C3","M4B13A_C4","SWCP","SWCP_confirmed"
"797",797,24655013001,67,662,24655,13,1,1,1,8,12,2,0,0
"798",798,24667001001,67,663,24667,1,1,1,1,2,80,2,1,1
"799",799,24667001002,67,663,24667,1,2,1,1,2,50,2,1,1
"800",800,24667001004,67,663,24667,1,4,1,1,5,50,2,0,0
"801",801,24667001007,67,663,24667,1,7,1,2,2,450,4,0,0
"802",802,24667001008,67,663,24667,1,8,1,3,5,40,4,0,0
"803",803,24667001009,67,663,24667,1,9,1,2,2,480,2,0,0
"804",804,24667001010,67,663,24667,1,10,1,2,2,450,4,0,0
"805",805,24667001011,67,663,24667,1,11,1,1,3,120,4,1,0
"806",806,24667001014,67,663,24667,1,14,1,1,2,100,2,1,1
"807",807,24667001015,67,663,24667,1,15,1,1,2,500,2,0,0
"808",808,24688012004,67,664,24688,12,4,1,2,4,435,3,0,0
"809",809,24688012005,67,664,24688,12,5,1,2,5,477,2,0,0
"810",810,24688012006,67,664,24688,12,6,1,2,5,455,3,0,0
"811",811,24688012007,67,664,24688,12,7,1,2,4,460,3,0,0
"812",812,24688012009,67,664,24688,12,9,1,2,3,250,3,1,1
"813",813,24688012010,67,664,24688,12,10,1,2,4,200,3,0,0
"814",814,24688012011,67,664,24688,12,11,1,2,3,200,3,1,1
"815",815,24688012014,67,664,24688,12,14,1,2,3,200,3,1,1
"816",816,24688012015,67,664,24688,12,15,1,2,3,200,3,1,1
"817",817,24709006003,67,664,24709,6,3,1,2,5,465,3,0,0
"818",818,24709006005,67,664,24709,6,5,1,1,4,455,2,0,0
"819",819,24709006006,67,664,24709,6,6,1,1,4,470,3,0,0
"820",820,24709006008,67,664,24709,6,8,1,1,3,250,2,1,1
"821",821,24709006009,67,664,24709,6,9,1,1,3,200,2,1,1
"822",822,24709006010,67,664,24709,6,10,1,2,3,250,3,1,1
"823",823,24709006012,67,664,24709,6,12,1,2,3,200,3,1,1
"824",824,24709006014,67,664,24709,6,14,1,1,3,200,2,1,1
"825",825,24709006015,67,664,24709,6,15,1,1,3,200,2,1,1
"826",826,24709006016,67,664,24709,6,16,1,2,3,200,3,1,1
"827",827,24724016002,67,665,24724,16,2,1,1,4,13,3,0,0
"828",828,24724016003,67,665,24724,16,3,1,1,4,15,3,0,0
"829",829,24724016004,67,665,24724,16,4,1,1,4,14,3,0,0
"830",830,24724016007,67,665,24724,16,7,1,1,3,18,3,1,1
"831",831,24724016008,67,665,24724,16,8,1,1,4,16,3,0,0
"832",832,24724016009,67,665,24724,16,9,1,1,3,13,3,1,1
"833",833,24724016010,67,665,24724,16,10,1,1,4,15,3,0,0
"834",834,24724016012,67,665,24724,16,12,1,1,4,16,3,0,0
"835",835,24724016014,67,665,24724,16,14,1,1,3,14,3,1,1
"836",836,24724016016,67,665,24724,16,16,1,1,3,8,2,1,1
"837",837,24750023001,67,666,24750,23,1,1,3,3,45,3,1,1
"838",838,24750023003,67,666,24750,23,3,1,2,3,95,3,1,1
"839",839,24750023004,67,666,24750,23,4,1,1,2,120,2,1,1
"840",840,24750023005,67,666,24750,23,5,1,2,2,80,3,1,1
"841",841,24750023009,67,666,24750,23,9,1,1,3,70,2,1,1
"842",842,24750023010,67,666,24750,23,10,1,1,3,100,2,1,1
"843",843,24750023012,67,666,24750,23,12,1,1,4,100,2,0,0
"844",844,24750023013,67,666,24750,23,13,1,1,3,120,2,1,1
"845",845,24750023015,67,666,24750,23,15,1,1,4,100,2,0,0
"846",846,24750023017,67,666,24750,23,17,1,2,3,120,2,1,1
"847",847,24763024002,67,666,24763,24,2,1,1,2,95,2,1,1
"848",848,24763024003,67,666,24763,24,3,1,2,1,15,2,1,1
"849",849,24763024004,67,666,24763,24,4,1,1,2,115,2,1,1
"850",850,24763024005,67,666,24763,24,5,1,2,3,60,2,1,1
"851",851,24763024006,67,666,24763,24,6,1,1,3,95,2,1,1
"852",852,24763024007,67,666,24763,24,7,1,2,3,80,3,1,1
"853",853,24763024008,67,666,24763,24,8,1,1,3,90,2,1,1
"854",854,24763024009,67,666,24763,24,9,1,1,2,115,2,1,1
"855",855,24763024011,67,666,24763,24,11,1,1,2,100,2,1,1
"856",856,24763024013,67,666,24763,24,13,1,1,3,120,2,1,1
"857",857,24763024014,67,666,24763,24,14,1,2,3,115,2,1,1
"858",858,24763024016,67,666,24763,24,16,1,1,2,150,2,1,1
"859",859,24811011001,68,672,24811,11,1,1,1,99,1,2,0,0
"860",860,24811011003,68,672,24811,11,3,1,1,99,1.5,4,0,0
"861",861,24811011005,68,672,24811,11,5,1,1,5,3,2,0,0
"862",862,24811011006,68,672,24811,11,6,1,1,5,3,2,0,0
"863",863,24811011011,68,672,24811,11,11,1,5,99,1.5,4,0,0
"864",864,24829039003,68,673,24829,39,3,1,1,1,15,4,1,0
"865",865,24829039005,68,673,24829,39,5,1,1,1,150,2,1,1
"866",866,24829039006,68,673,24829,39,6,1,1,2,200,3,1,1
"867",867,24829039010,68,673,24829,39,10,1,1,2,60,4,1,0
"868",868,24829039015,68,673,24829,39,15,1,1,1,10,4,1,0
"869",869,24904015001,68,676,24904,15,1,1,2,2,350,2,1,1
"870",870,24904015002,68,676,24904,15,2,1,1,2,300,2,1,1
"871",871,24904015003,68,676,24904,15,3,1,1,2,350,2,1,1
"872",872,24904015004,68,676,24904,15,4,1,1,3,350,2,1,1
"873",873,24904015007,68,676,24904,15,7,1,2,4,300,2,0,0
"874",874,24904015009,68,676,24904,15,9,1,1,2,320,2,1,1
"875",875,24904015013,68,676,24904,15,13,1,1,3,350,2,1,1
"876",876,24904015015,68,676,24904,15,15,1,3,2,400,2,1,1
"877",877,24988013004,68,678,24988,13,4,1,3,3,100,2,1,1
"878",878,24988013005,68,678,24988,13,5,1,1,2,70,2,1,1
"879",879,24988013007,68,678,24988,13,7,1,1,2,60,4,1,0
"880",880,24988013009,68,678,24988,13,9,1,1,3,5,2,1,1
"881",881,24988013011,68,678,24988,13,11,1,1,2,4,2,1,1
"882",882,24988013012,68,678,24988,13,12,1,3,3,100,2,1,1
"883",883,24988013013,68,678,24988,13,13,1,3,3,100,2,1,1
"884",884,24997007003,68,678,24997,7,3,1,2,99,8,4,0,0
"885",885,24997007004,68,678,24997,7,4,1,1,2,50,2,1,1
"886",886,24997007005,68,678,24997,7,5,1,1,3,50,2,1,1
"887",887,24997007006,68,678,24997,7,6,1,1,2,45,2,1,1
"888",888,24997007012,68,678,24997,7,12,1,1,2,4.5,2,1,1
"889",889,24997007013,68,678,24997,7,13,1,1,2,5,4,1,0
"890",890,25078012001,68,680,25078,12,1,1,1,2,20,4,1,0
"891",891,25078012002,68,680,25078,12,2,1,1,2,20,4,1,0
"892",892,25078012003,68,680,25078,12,3,1,1,1,25,4,1,0
"893",893,25078012004,68,680,25078,12,4,1,1,2,20,4,1,0
"894",894,25078012005,68,680,25078,12,5,1,1,1,20,4,1,0
"895",895,25078012007,68,680,25078,12,7,1,1,1,25,4,1,0
"896",896,25078012008,68,680,25078,12,8,1,1,1,30,4,1,0
"897",897,25078012009,68,680,25078,12,9,1,1,1,25,4,1,0
"898",898,25078012010,68,680,25078,12,10,1,1,1,20,2,1,1
"899",899,25078012011,68,680,25078,12,11,1,1,1,20,2,1,1
"900",900,25078012012,68,680,25078,12,12,1,1,1,22,4,1,0
"901",901,25078012013,68,680,25078,12,13,1,1,1,30,3,1,1
"902",902,25078012017,68,680,25078,12,17,1,1,1,30,4,1,0
"903",903,32086012002,96,967,32086,12,2,1,NA,NA,NA,NA,NA,NA
"904",904,32086012007,96,967,32086,12,7,1,NA,NA,NA,NA,NA,NA
"905",905,32086012011,96,967,32086,12,11,1,NA,NA,NA,NA,NA,NA
"906",906,32086012014,96,967,32086,12,14,1,NA,NA,NA,NA,NA,NA
"907",907,32086012015,96,967,32086,12,15,1,NA,NA,NA,NA,NA,NA
"908",908,32245003003,96,973,32245,3,3,1,NA,NA,NA,NA,NA,NA
"909",909,23320001001,62,608,23320,1,1,4,2,5,1000,2,0,0
"910",910,23427002011,62,612,23427,2,11,4,1,2,100,3,1,1
"911",911,23427002012,62,612,23427,2,12,4,1,2,100,2,1,1
"912",912,23427002013,62,612,23427,2,13,4,1,2,80,2,1,1
"913",913,23437001001,62,612,23437,1,1,4,1,3,70,3,1,1
"914",914,23437001003,62,612,23437,1,3,4,1,3,80,3,1,1
"915",915,23437001006,62,612,23437,1,6,4,1,3,80,3,1,1
"916",916,23437001011,62,612,23437,1,11,4,1,3,70,3,1,1
"917",917,23437001012,62,612,23437,1,12,4,1,2,80,3,1,1
"918",918,23437001013,62,612,23437,1,13,4,1,3,80,3,1,1
"919",919,23455005003,62,613,23455,5,3,4,1,2,2000,4,0,0
"920",920,23455005014,62,613,23455,5,14,4,1,1,1000,4,0,0
"921",921,23515008001,62,615,23515,8,1,4,1,1,350,4,1,0
"922",922,23515008002,62,615,23515,8,2,4,1,3,400,4,1,0
"923",923,23515008006,62,615,23515,8,6,4,2,3,400,4,1,0
"924",924,23515008008,62,615,23515,8,8,4,1,2,250,4,1,0
"925",925,23515008012,62,615,23515,8,12,4,1,3,300,2,1,1
"926",926,23579007002,64,622,23579,7,2,4,3,3,7,4,1,0
"927",927,23579007007,64,622,23579,7,7,4,3,3,8,2,1,1
"928",928,23579007008,64,622,23579,7,8,4,1,3,12,2,1,1
"929",929,23579007010,64,622,23579,7,10,4,1,3,13,2,1,1
"930",930,23638030019,64,625,23638,30,19,4,1,3,78000,2,0,0
"931",931,23677006005,64,626,23677,6,5,4,1,3,185,2,1,1
"932",932,23677006006,64,626,23677,6,6,4,1,4,210,2,0,0
"933",933,23677006009,64,626,23677,6,9,4,1,4,185,2,0,0
"934",934,23677006011,64,626,23677,6,11,4,1,3,250,2,1,1
"935",935,23677006012,64,626,23677,6,12,4,1,4,185,2,0,0
"936",936,23677006013,64,626,23677,6,13,4,1,3,180,2,1,1
"937",937,23677006015,64,626,23677,6,15,4,1,4,180,2,0,0
"938",938,23731006004,64,627,23731,6,4,4,2,3,50,4,1,0
"939",939,23731006005,64,627,23731,6,5,4,2,3,50,2,1,1
"940",940,23731006006,64,627,23731,6,6,4,2,3,50,4,1,0
"941",941,23731006007,64,627,23731,6,7,4,2,3,50,2,1,1
"942",942,23731006008,64,627,23731,6,8,4,2,3,50,4,1,0
"943",943,23731006010,64,627,23731,6,10,4,2,3,52,2,1,1
"944",944,23731006011,64,627,23731,6,11,4,5,3,52,4,1,0
"945",945,23731006012,64,627,23731,6,12,4,2,3,55,2,1,1
"946",946,23731006013,64,627,23731,6,13,4,2,3,50,4,1,0
"947",947,23731006015,64,627,23731,6,15,4,5,99,50,4,0,0
"948",948,23737001001,64,627,23737,1,1,4,2,3,400,4,1,0
"949",949,23737001003,64,627,23737,1,3,4,2,4,400,4,0,0
"950",950,23737001004,64,627,23737,1,4,4,1,4,350,4,0,0
"951",951,23737001005,64,627,23737,1,5,4,2,4,400,4,0,0
"952",952,23737001006,64,627,23737,1,6,4,1,3,350,4,1,0
"953",953,23737001007,64,627,23737,1,7,4,2,4,400,4,0,0
"954",954,23737001008,64,627,23737,1,8,4,2,4,400,4,0,0
"955",955,23737001009,64,627,23737,1,9,4,1,3,350,4,1,0
"956",956,23737001010,64,627,23737,1,10,4,2,4,350,4,0,0
"957",957,23737001011,64,627,23737,1,11,4,1,4,350,4,0,0
"958",958,23737001013,64,627,23737,1,13,4,2,3,350,4,1,0
"959",959,23737001014,64,627,23737,1,14,4,1,4,380,4,0,0
"960",960,23737001015,64,627,23737,1,15,4,2,3,350,3,1,1
"961",961,23761005001,64,627,23761,5,1,4,2,3,50,4,1,0
"962",962,23761005002,64,627,23761,5,2,4,2,4,40,4,0,0
"963",963,23761005003,64,627,23761,5,3,4,2,3,40,4,1,0
"964",964,23761005004,64,627,23761,5,4,4,2,4,45,4,0,0
"965",965,23761005007,64,627,23761,5,7,4,2,3,45,4,1,0
"966",966,23761005008,64,627,23761,5,8,4,2,3,45,4,1,0
"967",967,23761005009,64,627,23761,5,9,4,2,4,40,4,0,0
"968",968,23761005011,64,627,23761,5,11,4,2,3,50,4,1,0
"969",969,23761005012,64,627,23761,5,12,4,2,3,50,4,1,0
"970",970,23761005014,64,627,23761,5,14,4,2,3,50,4,1,0
"971",971,23778004001,64,628,23778,4,1,4,2,3,100,2,1,1
"972",972,23778004002,64,628,23778,4,2,4,2,3,100,2,1,1
"973",973,23778004003,64,628,23778,4,3,4,2,3,110,2,1,1
"974",974,23778004004,64,628,23778,4,4,4,1,3,100,2,1,1
"975",975,23778004005,64,628,23778,4,5,4,1,2,80,2,1,1
"976",976,23778004006,64,628,23778,4,6,4,1,3,100,2,1,1
"977",977,23778004007,64,628,23778,4,7,4,1,3,100,2,1,1
"978",978,23778004008,64,628,23778,4,8,4,2,3,100,2,1,1
"979",979,23778004009,64,628,23778,4,9,4,2,3,90,2,1,1
"980",980,23778004010,64,628,23778,4,10,4,1,3,100,2,1,1
"981",981,23778004011,64,628,23778,4,11,4,1,3,80,2,1,1
"982",982,23778004012,64,628,23778,4,12,4,2,3,100,2,1,1
"983",983,23778004013,64,628,23778,4,13,4,2,3,100,2,1,1
"984",984,23778004014,64,628,23778,4,14,4,1,3,100,2,1,1
"985",985,23778004015,64,628,23778,4,15,4,2,3,110,2,1,1
"986",986,24163031001,66,643,24163,31,1,4,1,6,40,2,0,0
"987",987,24163031005,66,643,24163,31,5,4,1,6,50,2,0,0
"988",988,24163031006,66,643,24163,31,6,4,1,9,40,2,0,0
"989",989,24163031007,66,643,24163,31,7,4,1,5,30,2,0,0
"990",990,24163031008,66,643,24163,31,8,4,1,9,40,2,0,0
"991",991,24163031009,66,643,24163,31,9,4,1,4,40,2,0,0
"992",992,24163031010,66,643,24163,31,10,4,1,7,20,2,0,0
"993",993,24163031011,66,643,24163,31,11,4,1,9,40,2,0,0
"994",994,24163031012,66,643,24163,31,12,4,1,4,40,2,0,0
"995",995,24163031013,66,643,24163,31,13,4,1,6,40,2,0,0
"996",996,24181025002,66,645,24181,25,2,4,1,5,350,2,0,0
"997",997,24181025003,66,645,24181,25,3,4,1,3,200,2,1,1
"998",998,24181025005,66,645,24181,25,5,4,1,3,200,2,1,1
"999",999,24181025006,66,645,24181,25,6,4,1,3,200,2,1,1
"1000",1000,24181025007,66,645,24181,25,7,4,1,4,200,2,0,0
"1001",1001,24181025009,66,645,24181,25,9,4,1,3,300,2,1,1
"1002",1002,24181025014,66,645,24181,25,14,4,1,4,200,2,0,0
"1003",1003,24184004008,66,645,24184,4,8,4,1,4,350,2,0,0
"1004",1004,24184004012,66,645,24184,4,12,4,1,4,240,2,0,0
"1005",1005,24184004013,66,645,24184,4,13,4,1,5,400,2,0,0
"1006",1006,24184004015,66,645,24184,4,15,4,1,4,300,4,0,0
"1007",1007,24207009001,66,645,24207,9,1,4,1,5,390,2,0,0
"1008",1008,24207009002,66,645,24207,9,2,4,1,5,350,2,0,0
"1009",1009,24207009004,66,645,24207,9,4,4,1,5,300,4,0,0
"1010",1010,24207009005,66,645,24207,9,5,4,1,4,300,4,0,0
"1011",1011,24207009007,66,645,24207,9,7,4,1,4,420,2,0,0
"1012",1012,24207009008,66,645,24207,9,8,4,1,360,4,2,0,0
"1013",1013,24207009010,66,645,24207,9,10,4,1,6,320,2,0,0
"1014",1014,24207009011,66,645,24207,9,11,4,1,5,350,4,0,0
"1015",1015,24207009012,66,645,24207,9,12,4,1,4,400,2,0,0
"1016",1016,24207009015,66,645,24207,9,15,4,1,5,350,4,0,0
"1017",1017,24274004001,66,648,24274,4,1,4,1,3,150,2,1,1
"1018",1018,24274004002,66,648,24274,4,2,4,1,3,120,2,1,1
"1019",1019,24274004003,66,648,24274,4,3,4,1,3,150,2,1,1
"1020",1020,24274004004,66,648,24274,4,4,4,1,2,130,2,1,1
"1021",1021,24274004005,66,648,24274,4,5,4,1,3,150,2,1,1
"1022",1022,24274004006,66,648,24274,4,6,4,1,3,105,2,1,1
"1023",1023,24274004008,66,648,24274,4,8,4,1,3,120,2,1,1
"1024",1024,24274004009,66,648,24274,4,9,4,1,3,140,2,1,1
"1025",1025,24274004010,66,648,24274,4,10,4,1,3,100,2,1,1
"1026",1026,24274004011,66,648,24274,4,11,4,1,3,150,2,1,1
"1027",1027,24274004012,66,648,24274,4,12,4,1,3,110,2,1,1
"1028",1028,24274004013,66,648,24274,4,13,4,1,3,120,2,1,1
"1029",1029,24274004014,66,648,24274,4,14,4,1,2,110,2,1,1
"1030",1030,24274004015,66,648,24274,4,15,4,1,3,130,2,1,1
"1031",1031,24313020001,66,649,24313,20,1,4,1,4,180,2,0,0
"1032",1032,24313020002,66,649,24313,20,2,4,1,3,120,2,1,1
"1033",1033,24313020003,66,649,24313,20,3,4,1,3,200,2,1,1
"1034",1034,24313020005,66,649,24313,20,5,4,1,3,200,2,1,1
"1035",1035,24313020006,66,649,24313,20,6,4,1,3,120,2,1,1
"1036",1036,24313020007,66,649,24313,20,7,4,1,3,220,2,1,1
"1037",1037,24313020008,66,649,24313,20,8,4,1,3,100,2,1,1
"1038",1038,24313020009,66,649,24313,20,9,4,1,4,180,2,0,0
"1039",1039,24313020010,66,649,24313,20,10,4,1,3,110,2,1,1
"1040",1040,24313020011,66,649,24313,20,11,4,1,3,180,2,1,1
"1041",1041,24313020012,66,649,24313,20,12,4,1,2,100,2,1,1
"1042",1042,24313020013,66,649,24313,20,13,4,1,4,200,2,0,0
"1043",1043,24313020014,66,649,24313,20,14,4,1,2,120,2,1,1
"1044",1044,24313020015,66,649,24313,20,15,4,1,4,160,2,0,0
"1045",1045,24331020002,66,644,24331,20,2,4,1,5,200,2,0,0
"1046",1046,24331020003,66,644,24331,20,3,4,1,180,4,2,0,0
"1047",1047,24331020004,66,644,24331,20,4,4,1,5,200,2,0,0
"1048",1048,24331020005,66,644,24331,20,5,4,1,5,190,2,0,0
"1049",1049,24331020006,66,644,24331,20,6,4,1,4,170,2,0,0
"1050",1050,24331020007,66,644,24331,20,7,4,1,5,200,2,0,0
"1051",1051,24331020008,66,644,24331,20,8,4,1,4,200,2,0,0
"1052",1052,24331020009,66,644,24331,20,9,4,1,4,200,2,0,0
"1053",1053,24331020010,66,644,24331,20,10,4,1,4,200,2,0,0
"1054",1054,24331020011,66,644,24331,20,11,4,1,4,180,2,0,0
"1055",1055,24331020012,66,644,24331,20,12,4,1,4,190,2,0,0
"1056",1056,24331020014,66,644,24331,20,14,4,1,4,180,2,0,0
"1057",1057,24331020015,66,644,24331,20,15,4,1,4,180,2,0,0
"1058",1058,24370019001,66,650,24370,19,1,4,2,2,190,2,1,1
"1059",1059,24370019003,66,650,24370,19,3,4,1,3,190,2,1,1
"1060",1060,24370019004,66,650,24370,19,4,4,1,3,200,2,1,1
"1061",1061,24370019005,66,650,24370,19,5,4,1,3,200,2,1,1
"1062",1062,24370019006,66,650,24370,19,6,4,1,3,160,4,1,0
"1063",1063,24370019007,66,650,24370,19,7,4,1,3,150,2,1,1
"1064",1064,24370019008,66,650,24370,19,8,4,1,3,150,4,1,0
"1065",1065,24370019010,66,650,24370,19,10,4,1,3,160,4,1,0
"1066",1066,24370019011,66,650,24370,19,11,4,1,3,200,2,1,1
"1067",1067,24370019012,66,650,24370,19,12,4,1,3,250,2,1,1
"1068",1068,24370019013,66,650,24370,19,13,4,1,3,250,2,1,1
"1069",1069,24370019014,66,650,24370,19,14,4,1,3,220,2,1,1
"1070",1070,24370019015,66,650,24370,19,15,4,1,3,220,2,1,1
"1071",1071,24376012007,66,651,24376,12,7,4,2,3,90,3,1,1
"1072",1072,24376012008,66,651,24376,12,8,4,1,4,80,2,0,0
"1073",1073,24457007001,66,653,24457,7,1,4,1,4,320,2,0,0
"1074",1074,24457007003,66,653,24457,7,3,4,1,5,280,2,0,0
"1075",1075,24457007005,66,653,24457,7,5,4,1,5,280,2,0,0
"1076",1076,24457007006,66,653,24457,7,6,4,1,4,320,3,0,0
"1077",1077,24457007007,66,653,24457,7,7,4,1,4,300,2,0,0
"1078",1078,24457007009,66,653,24457,7,9,4,1,4,250,2,0,0
"1079",1079,24457007010,66,653,24457,7,10,4,1,4,240,2,0,0
"1080",1080,24457007012,66,653,24457,7,12,4,1,4,220,2,0,0
"1081",1081,24502018004,66,654,24502,18,4,4,1,3,42,2,1,1
"1082",1082,24502018010,66,654,24502,18,10,4,1,3,42,2,1,1
"1083",1083,24502018012,66,654,24502,18,12,4,1,3,45,2,1,1
"1084",1084,24502018013,66,654,24502,18,13,4,1,3,40,2,1,1
"1085",1085,24517022001,66,654,24517,22,1,4,2,3,45,2,1,1
"1086",1086,24517022003,66,654,24517,22,3,4,1,2,35,2,1,1
"1087",1087,24517022004,66,654,24517,22,4,4,2,3,45,2,1,1
"1088",1088,24517022005,66,654,24517,22,5,4,2,3,50,2,1,1
"1089",1089,24517022006,66,654,24517,22,6,4,2,3,45,2,1,1
"1090",1090,24517022007,66,654,24517,22,7,4,2,3,42,2,1,1
"1091",1091,24517022008,66,654,24517,22,8,4,2,3,40,2,1,1
"1092",1092,24517022009,66,654,24517,22,9,4,2,3,45,2,1,1
"1093",1093,24517022010,66,654,24517,22,10,4,2,3,50,2,1,1
"1094",1094,24517022011,66,654,24517,22,11,4,2,3,40,2,1,1
"1095",1095,24517022012,66,654,24517,22,12,4,2,3,45,2,1,1
"1096",1096,24517022013,66,654,24517,22,13,4,2,3,45,2,1,1
"1097",1097,24517022014,66,654,24517,22,14,4,2,3,42,2,1,1
"1098",1098,24517022015,66,654,24517,22,15,4,2,3,45,2,1,1
"1099",1099,24550028004,66,657,24550,28,4,4,1,5,80,2,0,0
"1100",1100,24550028005,66,657,24550,28,5,4,1,5,80,2,0,0
"1101",1101,24550028006,66,657,24550,28,6,4,1,5,100,2,0,0
"1102",1102,24550028009,66,657,24550,28,9,4,1,4,200,2,0,0
"1103",1103,24550028012,66,657,24550,28,12,4,1,5,100,2,0,0
"1104",1104,24550028013,66,657,24550,28,13,4,1,5,100,2,0,0
"1105",1105,24550028014,66,657,24550,28,14,4,1,4,100,2,0,0
"1106",1106,24607007001,66,656,24607,7,1,4,2,3,100,2,1,1
"1107",1107,24607007002,66,656,24607,7,2,4,1,4,200,2,0,0
"1108",1108,24607007003,66,656,24607,7,3,4,1,3,180,2,1,1
"1109",1109,24607007006,66,656,24607,7,6,4,1,3,170,2,1,1
"1110",1110,24607007007,66,656,24607,7,7,4,1,3,150,2,1,1
"1111",1111,24607007008,66,656,24607,7,8,4,1,4,400,2,0,0
"1112",1112,24607007009,66,656,24607,7,9,4,2,3,180,4,1,0
"1113",1113,24607007011,66,656,24607,7,11,4,1,3,160,2,1,1
"1114",1114,24607007012,66,656,24607,7,12,4,2,3,150,2,1,1
"1115",1115,24607007013,66,656,24607,7,13,4,1,3,180,4,1,0
"1116",1116,24607007014,66,656,24607,7,14,4,2,3,100,4,1,0
"1117",1117,24607007015,66,656,24607,7,15,4,2,3,180,2,1,1
"1118",1118,24611003008,67,660,24611,3,8,4,1,3,1000,4,0,0
"1119",1119,24611003010,67,660,24611,3,10,4,1,2,2000,3,0,0
"1120",1120,24611003011,67,660,24611,3,11,4,1,2,3000,4,0,0
"1121",1121,24611003017,67,660,24611,3,17,4,1,2,90000,3,0,0
"1122",1122,24619015002,67,660,24619,15,2,4,1,2,200,4,1,0
"1123",1123,24619015005,67,660,24619,15,5,4,1,4,500,4,0,0
"1124",1124,24619015006,67,660,24619,15,6,4,2,3,300,3,1,1
"1125",1125,24619015007,67,660,24619,15,7,4,1,3,500,2,0,0
"1126",1126,24619015008,67,660,24619,15,8,4,1,3,500,4,0,0
"1127",1127,24619015009,67,660,24619,15,9,4,1,3,250,3,1,1
"1128",1128,24619015010,67,660,24619,15,10,4,2,3,300,3,1,1
"1129",1129,24619015012,67,660,24619,15,12,4,1,3,350,2,1,1
"1130",1130,24619015022,67,660,24619,15,22,4,1,3,300,3,1,1
"1131",1131,24658003001,67,662,24658,3,1,4,1,8,24,2,0,0
"1132",1132,24658003006,67,662,24658,3,6,4,1,6,130,4,0,0
"1133",1133,24658003007,67,662,24658,3,7,4,1,6,120,4,0,0
"1134",1134,24658003008,67,662,24658,3,8,4,1,6,130,4,0,0
"1135",1135,24658003009,67,662,24658,3,9,4,1,4,100,4,0,0
"1136",1136,24658003014,67,662,24658,3,14,4,1,3,160,2,1,1
"1137",1137,24676017001,67,663,24676,17,1,4,1,3,89,2,1,1
"1138",1138,24676017003,67,663,24676,17,3,4,1,2,80,2,1,1
"1139",1139,24676017004,67,663,24676,17,4,4,1,2,85,2,1,1
"1140",1140,24676017005,67,663,24676,17,5,4,2,2,95,2,1,1
"1141",1141,24676017006,67,663,24676,17,6,4,2,3,390,2,1,1
"1142",1142,24676017007,67,663,24676,17,7,4,2,3,450,2,0,0
"1143",1143,24676017009,67,663,24676,17,9,4,1,3,320,2,1,1
"1144",1144,24676017011,67,663,24676,17,11,4,1,3,85,2,1,1
"1145",1145,24676017012,67,663,24676,17,12,4,1,3,90,2,1,1
"1146",1146,24676017013,67,663,24676,17,13,4,1,3,85,2,1,1
"1147",1147,24676017015,67,663,24676,17,15,4,1,3,90,2,1,1
"1148",1148,24715012002,67,664,24715,12,2,4,1,4,300,3,0,0
"1149",1149,24715012003,67,664,24715,12,3,4,1,3,250,3,1,1
"1150",1150,24715012004,67,664,24715,12,4,4,1,3,300,3,1,1
"1151",1151,24715012005,67,664,24715,12,5,4,1,5,250,3,0,0
"1152",1152,24715012006,67,664,24715,12,6,4,1,3,220,2,1,1
"1153",1153,24715012007,67,664,24715,12,7,4,2,2,200,4,1,0
"1154",1154,24715012008,67,664,24715,12,8,4,2,3,200,3,1,1
"1155",1155,24715012009,67,664,24715,12,9,4,2,3,200,3,1,1
"1156",1156,24715012010,67,664,24715,12,10,4,1,6,658,2,0,0
"1157",1157,24715012011,67,664,24715,12,11,4,2,3,200,3,1,1
"1158",1158,24715012012,67,664,24715,12,12,4,1,6,695,2,0,0
"1159",1159,24715012013,67,664,24715,12,13,4,1,6,725,2,0,0
"1160",1160,24715012015,67,664,24715,12,15,4,1,5,655,2,0,0
"1161",1161,24719008001,67,665,24719,8,1,4,1,3,21,1,1,1
"1162",1162,24719008002,67,665,24719,8,2,4,1,3,20,2,1,1
"1163",1163,24719008003,67,665,24719,8,3,4,1,3,22,1,1,1
"1164",1164,24719008004,67,665,24719,8,4,4,1,3,20,1,1,1
"1165",1165,24719008005,67,665,24719,8,5,4,1,2,19,1,1,1
"1166",1166,24719008006,67,665,24719,8,6,4,1,3,21,1,1,1
"1167",1167,24719008007,67,665,24719,8,7,4,1,3,19,1,1,1
"1168",1168,24719008008,67,665,24719,8,8,4,1,3,19,1,1,1
"1169",1169,24719008009,67,665,24719,8,9,4,1,3,19,1,1,1
"1170",1170,24719008010,67,665,24719,8,10,4,1,2,18,1,1,1
"1171",1171,24719008011,67,665,24719,8,11,4,1,2,18,1,1,1
"1172",1172,24719008012,67,665,24719,8,12,4,1,3,21,2,1,1
"1173",1173,24719008016,67,665,24719,8,16,4,1,3,22,1,1,1
"1174",1174,24719008017,67,665,24719,8,17,4,1,4,19,1,0,0
"1175",1175,24742014002,67,667,24742,14,2,4,1,3,200,2,1,1
"1176",1176,24742014003,67,667,24742,14,3,4,1,3,150,2,1,1
"1177",1177,24742014004,67,667,24742,14,4,4,1,3,95,2,1,1
"1178",1178,24742014005,67,667,24742,14,5,4,1,2,93,2,1,1
"1179",1179,24742014006,67,667,24742,14,6,4,1,3,90,2,1,1
"1180",1180,24742014007,67,667,24742,14,7,4,1,3,90,2,1,1
"1181",1181,24742014008,67,667,24742,14,8,4,1,3,200,2,1,1
