"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9","KYDIEUTRA"
"9029","34","344","13222","010","002","13222010002",0,7,2,3,3,3
"9030","34","344","13222","010","014","13222010014",0,5,3,5,4,3
"9031","34","344","13222","010","009","13222010009",1,15,4,6,2,3
"9032","34","344","13222","010","001","13222010001",1,9,3,6,2,3
"9033","34","344","13222","010","009","13222010009",0,7,3,3,3,3
"9034","34","344","13222","010","012","13222010012",0,1,3,2,2,3
"9035","34","344","13222","010","015","13222010015",0,1,3,3,3,3
"9036","34","344","13222","010","014","13222010014",1,11,4,1,2,3
"9037","34","344","13222","010","015","13222010015",1,7,3,6,3,3
"9038","34","344","13222","010","002","13222010002",1,13,5,6,1,3
"9039","34","344","13237","001","005","13237001005",0,9,3,3,3,3
"9040","34","344","13237","001","001","13237001001",0,9,3,2,99,3
"9041","34","344","13237","001","011","13237001011",0,9,3,3,4,3
"9042","34","344","13237","001","007","13237001007",0,9,3,3,3,3
"9043","34","344","13237","001","015","13237001015",0,9,3,3,4,3
"9044","34","344","13237","001","010","13237001010",0,9,3,3,3,3
"9045","34","344","13237","001","006","13237001006",0,9,3,3,4,3
"9046","34","344","13237","001","004","13237001004",0,9,3,3,99,3
"9047","35","349","13348","014","007","13348014007",0,6,5,6,3,3
"9048","35","349","13348","014","005","13348014005",1,18,15,2,15,3
"9049","35","349","13348","014","005","13348014005",2,18,1,2,10,3
"9050","35","349","13348","014","005","13348014005",0,4,1,6,15,3
"9051","35","352","13543","006","009","13543006009",0,14,18,2,3,3
"9052","35","352","13543","006","006","13543006006",0,14,18,2,2,3
"9053","35","352","13543","006","010","13543006010",0,14,18,2,2,3
"9054","35","353","13576","014","015","13576014015",0,2,2,3,30,3
"9055","35","353","13576","014","010","13576014010",0,2,2,3,30,3
"9056","35","353","13576","014","003","13576014003",0,2,3,3,30,3
"9057","35","353","13576","014","004","13576014004",0,2,3,2,30,3
"9058","35","353","13576","014","013","13576014013",0,1,3,3,30,3
"9059","35","353","13576","014","015","13576014015",1,5,2,3,25,3
"9060","35","353","13576","014","006","13576014006",0,2,3,3,30,3
"9061","35","353","13576","014","011","13576014011",0,2,2,3,30,3
"9062","35","353","13576","014","002","13576014002",0,2,3,2,30,3
"9063","35","353","13582","020","013","13582020013",1,6,2,3,20,3
"9064","35","353","13582","020","002","13582020002",1,3,3,3,25,3
"9065","35","353","13582","020","004","13582020004",1,6,3,3,20,3
"9066","35","353","13582","020","011","13582020011",0,2,2,3,25,3
"9067","35","353","13582","020","013","13582020013",0,1,2,3,25,3
"9068","35","353","13582","020","004","13582020004",0,1,2,3,20,3
"9069","35","353","13582","020","012","13582020012",0,2,3,3,25,3
"9070","35","353","13582","020","014","13582020014",0,2,3,2,30,3
"9071","35","353","13582","020","011","13582020011",1,5,2,3,25,3
"9072","35","353","13582","020","005","13582020005",0,2,3,2,30,3
"9073","35","353","13582","020","002","13582020002",0,2,3,2,30,3
"9074","35","353","13588","006","010","13588006010",0,7,3,6,99,3
"9075","35","353","13588","006","010","13588006010",1,17,5,6,99,3
"9076","35","353","13588","006","012","13588006012",0,6,2,2,99,3
"9077","35","353","13588","006","007","13588006007",0,0,2,1,3,3
"9078","35","353","13588","006","002","13588006002",0,1,2,1,3,3
"9079","35","353","13588","006","006","13588006006",0,0,3,1,5,3
"9080","35","353","13588","006","012","13588006012",1,17,5,6,99,3
"9081","35","353","13588","006","003","13588006003",0,0,3,1,3,3
"9082","36","358","13726","015","001","13726015001",1,9,6,3,5,3
"9083","36","358","13726","015","002","13726015002",0,1,6,3,8,3
"9084","36","358","13726","015","012","13726015012",1,7,6,2,1,3
"9085","36","358","13726","015","003","13726015003",3,15,9,3,4,3
"9086","36","358","13726","015","012","13726015012",2,17,10,2,0,3
"9087","36","358","13726","015","014","13726015014",1,6,5,2,3,3
"9088","36","358","13726","015","009","13726015009",0,1,2,6,1,3
"9089","36","358","13726","015","003","13726015003",0,3,6,3,9,3
"9090","36","358","13726","015","001","13726015001",0,6,5,3,7,3
"9091","36","358","13726","015","014","13726015014",2,17,10,2,0,3
"9092","36","358","13726","015","009","13726015009",1,3,1,6,1,3
"9093","36","358","13726","015","014","13726015014",0,1,2,6,6,3
"9094","36","358","13726","015","004","13726015004",0,18,15,2,1,3
"9095","36","358","13726","015","012","13726015012",0,3,3,6,6,3
"9096","36","358","13726","015","005","13726015005",0,18,15,2,1,3
"9097","36","358","13726","015","002","13726015002",2,9,5,3,5,3
"9098","36","358","13726","015","002","13726015002",3,11,7,3,7,3
"9099","36","358","13726","015","002","13726015002",1,5,7,3,6,3
"9100","36","358","13726","015","003","13726015003",1,7,5,3,3,3
"9101","36","358","13726","015","001","13726015001",2,11,9,3,3,3
"9102","36","358","13726","015","003","13726015003",2,11,8,3,5,3
"9103","36","359","13774","003","005","13774003005",0,4,4,3,7,3
"9104","36","359","13774","003","006","13774003006",0,18,15,2,1,3
"9105","36","359","13774","003","002","13774003002",2,13,6,3,7,3
"9106","36","359","13774","003","011","13774003011",0,2,1,6,1,3
"9107","36","359","13774","003","003","13774003003",0,5,4,3,8,3
"9108","36","359","13774","003","010","13774003010",0,18,15,2,1,3
"9109","36","359","13774","003","004","13774003004",0,5,6,3,8,3
"9110","36","359","13774","003","002","13774003002",1,9,7,3,6,3
"9111","36","359","13774","003","001","13774003001",0,6,5,3,8,3
"9112","36","359","13774","003","013","13774003013",1,5,1,6,1,3
"9113","36","359","13774","003","003","13774003003",2,13,6,3,4,3
"9114","36","359","13774","003","004","13774003004",1,8,5,3,5,3
"9115","36","359","13774","003","001","13774003001",2,13,7,3,4,3
"9116","36","359","13774","003","008","13774003008",0,18,15,2,1,3
"9117","36","359","13774","003","007","13774003007",0,18,15,2,1,3
"9118","36","359","13774","003","013","13774003013",0,3,1,6,1,3
"9119","36","359","13774","003","002","13774003002",0,5,5,3,8,3
"9120","36","359","13774","003","005","13774003005",1,8,6,3,5,3
"9121","36","359","13774","003","012","13774003012",0,3,1,6,1,3
"9122","36","359","13774","003","004","13774003004",2,13,9,3,6,3
"9123","36","359","13774","003","003","13774003003",1,9,8,3,5,3
"9124","36","359","13774","003","015","13774003015",1,6,1,6,1,3
"9125","36","359","13774","003","005","13774003005",2,13,8,3,3,3
"9126","36","359","13774","003","001","13774003001",1,8,8,3,6,3
"9127","36","359","13774","003","015","13774003015",0,3,2,6,1,3
"9128","36","360","13828","007","006","13828007006",1,15,7,1,3,3
"9129","36","360","13828","007","013","13828007013",0,17,15,2,3,3
"9130","36","360","13828","007","017","13828007017",1,15,7,1,3,3
"9131","36","360","13828","007","012","13828007012",0,16,10,2,4,3
"9132","36","360","13828","007","006","13828007006",0,6,7,1,5,3
"9133","36","360","13828","007","001","13828007001",0,9,5,5,2,3
"9134","36","360","13828","007","008","13828007008",1,16,5,1,3,3
"9135","36","360","13828","007","009","13828007009",0,16,10,2,2,3
"9136","36","360","13828","007","017","13828007017",0,6,7,1,5,3
"9137","36","360","13828","007","003","13828007003",1,16,8,2,6,3
"9138","36","360","13828","007","002","13828007002",1,17,8,2,1,3
"9139","36","360","13828","007","002","13828007002",0,4,4,5,2,3
"9140","36","360","13828","007","003","13828007003",0,5,3,5,3,3
"9141","36","360","13828","007","008","13828007008",0,7,7,1,5,3
"9142","36","360","13879","024","002","13879024002",1,16,10,2,2,3
"9143","36","360","13879","024","002","13879024002",0,0,7,2,2,3
"9144","36","360","13879","024","008","13879024008",1,16,10,2,3,3
"9145","36","360","13879","024","010","13879024010",0,6,7,1,5,3
"9146","36","360","13879","024","008","13879024008",0,0,7,2,4,3
"9147","36","360","13879","024","010","13879024010",1,16,7,1,3,3
"9148","36","360","13879","024","007","13879024007",0,0,7,2,4,3
"9149","36","360","13879","024","007","13879024007",1,16,10,2,3,3
"9150","36","361","13942","002","006","13942002006",0,7,5,2,10,3
"9151","36","361","13942","002","013","13942002013",0,13,2,2,15,3
"9152","36","361","13942","002","013","13942002013",1,17,5,2,8,3
"9153","36","361","13942","002","012","13942002012",0,6,2,2,15,3
"9154","36","361","13942","002","009","13942002009",1,17,5,3,10,3
"9155","36","361","13942","002","016","13942002016",1,17,5,2,8,3
"9156","36","361","13942","002","008","13942002008",1,17,2,2,10,3
"9157","36","361","13942","002","007","13942002007",0,7,5,2,10,3
"9158","36","361","13942","002","016","13942002016",0,13,2,2,15,3
"9159","36","361","13942","002","012","13942002012",1,17,2,2,10,3
"9160","36","361","13942","002","002","13942002002",0,11,10,2,10,3
"9161","36","361","13942","002","008","13942002008",0,15,1,2,20,3
"9162","36","361","13942","002","009","13942002009",0,15,2,3,15,3
"9163","36","361","13942","002","006","13942002006",1,14,5,2,7,3
"9164","36","361","13942","002","007","13942002007",1,13,5,2,7,3
"9165","36","362","13981","002","015","13981002015",0,1,4,2,6,3
"9166","36","362","13981","002","010","13981002010",1,17,15,2,1,3
"9167","36","362","13981","002","004","13981002004",1,16,10,1,3,3
"9168","36","362","13981","002","015","13981002015",1,16,19,2,2,3
"9169","36","362","13981","002","010","13981002010",0,0,4,2,4,3
"9170","36","362","13981","002","011","13981002011",1,17,14,2,2,3
"9171","36","362","13981","002","009","13981002009",0,0,6,1,15,3
"9172","36","362","13981","002","006","13981002006",0,17,3,3,8,3
"9173","36","362","13981","002","008","13981002008",0,0,6,1,15,3
"9174","36","362","13981","002","011","13981002011",0,0,4,2,4,3
"9175","36","362","13981","002","004","13981002004",0,1,5,1,5,3
"9176","36","362","13981","002","005","13981002005",0,1,6,1,10,3
"9177","36","362","13981","002","007","13981002007",0,0,6,1,15,3
"9178","36","362","13981","002","006","13981002006",1,17,15,2,3,3
"9179","36","362","13981","002","005","13981002005",1,12,15,1,5,3
"9180","36","362","13990","017","006","13990017006",0,1,5,1,9,3
"9181","36","362","13990","017","014","13990017014",0,1,5,2,5,3
"9182","36","362","13990","017","015","13990017015",0,0,4,2,15,3
"9183","36","362","13990","017","005","13990017005",0,1,8,1,10,3
"9184","36","362","13990","017","004","13990017004",0,1,7,1,14,3
"9185","36","362","13990","017","006","13990017006",1,13,18,1,10,3
"9186","36","362","13990","017","005","13990017005",1,13,15,1,5,3
"9187","36","362","13990","017","014","13990017014",1,17,14,2,2,3
"9188","36","362","13990","017","004","13990017004",1,13,20,1,8,3
"9189","36","362","13990","017","015","13990017015",1,17,16,2,2,3
"9190","36","362","14008","021","010","14008021010",1,17,12,2,2,3
"9191","36","362","14008","021","010","14008021010",0,0,4,2,5,3
"9192","36","362","14008","021","014","14008021014",0,0,4,2,16,3
"9193","36","362","14008","021","014","14008021014",1,17,15,2,2,3
"9194","36","364","14134","015","006","14134015006",0,1,5,2,7,3
"9195","36","364","14134","015","006","14134015006",1,10,7,2,5,3
"9196","36","364","14134","015","013","14134015013",1,10,7,2,99,3
"9197","36","364","14134","015","004","14134015004",0,1,5,2,7,3
"9198","36","364","14134","015","011","14134015011",1,9,7,2,99,3
"9199","36","364","14134","015","015","14134015015",1,9,7,2,99,3
"9200","36","364","14134","015","012","14134015012",1,8,7,2,99,3
"9201","36","364","14134","015","011","14134015011",0,1,5,2,99,3
"9202","36","364","14134","015","004","14134015004",1,8,7,2,5,3
"9203","36","364","14134","015","015","14134015015",0,1,5,2,99,3
"9204","36","364","14134","015","012","14134015012",0,1,5,2,99,3
"9205","36","364","14134","015","013","14134015013",0,1,5,2,99,3
"9206","36","365","14158","008","014","14158008014",0,10,10,2,15,3
"9207","36","365","14158","008","009","14158008009",1,18,15,2,99,3
"9208","36","365","14158","008","009","14158008009",0,6,7,2,99,3
"9209","36","365","14158","008","004","14158008004",0,12,10,2,20,3
"9210","36","365","14158","008","008","14158008008",0,6,7,2,99,3
"9211","36","365","14158","008","008","14158008008",1,18,15,2,99,3
"9212","36","365","14158","008","003","14158008003",1,18,15,2,2,3
"9213","36","365","14158","008","007","14158008007",0,7,7,2,99,3
"9214","36","365","14158","008","004","14158008004",1,17,20,2,10,3
"9215","36","365","14158","008","002","14158008002",0,10,10,2,20,3
"9216","36","365","14158","008","007","14158008007",1,18,15,2,99,3
"9217","36","365","14158","008","006","14158008006",0,10,10,2,15,3
"9218","36","365","14158","008","013","14158008013",0,10,10,2,15,3
"9219","36","365","14158","008","011","14158008011",1,18,15,2,1,3
"9220","36","365","14158","008","001","14158008001",0,10,10,2,15,3
"9221","36","365","14158","008","013","14158008013",1,18,15,2,2,3
"9222","36","365","14158","008","003","14158008003",0,10,10,2,20,3
"9223","36","365","14158","008","012","14158008012",0,10,10,2,15,3
"9224","36","365","14158","008","001","14158008001",1,18,15,2,2,3
"9225","36","365","14158","008","005","14158008005",0,12,10,2,18,3
"9226","36","365","14158","008","014","14158008014",1,18,15,2,2,3
"9227","36","365","14158","008","005","14158008005",1,17,20,2,5,3
"9228","36","365","14158","008","012","14158008012",1,18,15,2,1,3
"9229","36","365","14158","008","002","14158008002",1,18,15,2,2,3
"9230","36","365","14158","008","006","14158008006",1,18,15,2,5,3
"9231","36","365","14158","008","011","14158008011",0,10,10,2,18,3
"9232","36","365","14173","029","004","14173029004",0,10,10,2,15,3
"9233","36","365","14173","029","013","14173029013",1,18,15,2,1,3
"9234","36","365","14173","029","001","14173029001",0,5,7,2,99,3
"9235","36","365","14173","029","009","14173029009",0,11,10,2,18,3
"9236","36","365","14173","029","013","14173029013",0,10,10,2,18,3
"9237","36","365","14173","029","007","14173029007",1,16,20,2,5,3
"9238","36","365","14173","029","007","14173029007",0,3,10,2,10,3
"9239","36","365","14173","029","005","14173029005",1,18,15,2,2,3
"9240","36","365","14173","029","006","14173029006",0,10,10,2,15,3
"9241","36","365","14173","029","002","14173029002",0,5,7,2,99,3
"9242","36","365","14173","029","005","14173029005",0,10,10,2,15,3
"9243","36","365","14173","029","004","14173029004",1,18,15,2,3,3
"9244","36","365","14173","029","006","14173029006",1,18,15,2,2,3
"9245","36","365","14173","029","009","14173029009",1,17,20,2,10,3
"9246","36","365","14173","029","008","14173029008",0,6,10,2,10,3
"9247","36","365","14173","029","001","14173029001",1,18,15,2,99,3
"9248","36","365","14173","029","008","14173029008",1,17,5,2,5,3
"9249","36","365","14173","029","002","14173029002",1,18,15,2,99,3
"9250","36","365","14188","015","004","14188015004",0,10,10,2,18,3
"9251","36","365","14188","015","002","14188015002",1,17,20,2,10,3
"9252","36","365","14188","015","013","14188015013",1,18,15,2,99,3
"9253","36","365","14188","015","001","14188015001",1,17,20,2,10,3
"9254","36","365","14188","015","004","14188015004",1,18,15,2,2,3
"9255","36","365","14188","015","008","14188015008",1,18,15,2,2,3
"9256","36","365","14188","015","013","14188015013",0,6,7,2,99,3
"9257","36","365","14188","015","009","14188015009",1,18,17,2,1,3
"9258","36","365","14188","015","010","14188015010",1,18,15,2,2,3
"9259","36","365","14188","015","001","14188015001",0,10,10,2,15,3
"9260","36","365","14188","015","008","14188015008",0,10,10,2,20,3
"9261","36","365","14188","015","010","14188015010",0,10,10,2,15,3
"9262","36","365","14188","015","005","14188015005",0,10,10,2,17,3
"9263","36","365","14188","015","005","14188015005",1,18,15,2,2,3
"9264","36","365","14188","015","009","14188015009",0,10,10,2,20,3
"9265","36","365","14188","015","002","14188015002",0,13,10,2,18,3
"9266","37","376","14647","012","010","14647012010",0,1,20,2,5,3
"9267","37","376","14647","012","015","14647012015",1,9,20,2,5,3
"9268","37","376","14647","012","015","14647012015",0,2,20,2,5,3
"9269","37","376","14647","012","010","14647012010",1,5,20,2,5,3
"9270","37","376","14662","011","016","14662011016",0,1,7,2,10,3
"9271","37","376","14662","011","007","14662011007",0,0,7,2,10,3
"9272","37","376","14662","011","007","14662011007",1,17,10,2,5,3
"9273","37","376","14662","011","011","14662011011",0,0,7,2,7,3
"9274","37","376","14662","011","004","14662011004",0,0,7,2,10,3
"9275","37","376","14662","011","012","14662011012",1,17,8,2,5,3
"9276","37","376","14662","011","002","14662011002",1,17,10,2,5,3
"9277","37","376","14662","011","013","14662011013",0,0,5,2,6,3
"9278","37","376","14662","011","001","14662011001",0,1,5,2,10,3
"9279","37","376","14662","011","009","14662011009",1,17,6,2,5,3
"9280","37","376","14662","011","006","14662011006",0,0,6,2,7,3
"9281","37","376","14662","011","006","14662011006",1,17,6,2,5,3
"9282","37","376","14662","011","004","14662011004",1,17,10,2,5,3
"9283","37","376","14662","011","013","14662011013",1,17,6,2,7,3
"9284","37","376","14662","011","011","14662011011",1,17,6,2,5,3
"9285","37","376","14662","011","014","14662011014",1,17,6,2,5,3
"9286","37","376","14662","011","003","14662011003",0,1,5,2,10,3
"9287","37","376","14662","011","014","14662011014",0,0,6,2,8,3
"9288","37","376","14662","011","009","14662011009",0,0,5,2,8,3
"9289","37","376","14662","011","002","14662011002",0,1,5,2,10,3
"9290","37","376","14662","011","008","14662011008",1,17,6,2,6,3
"9291","37","376","14662","011","012","14662011012",0,0,5,2,9,3
"9292","37","376","14662","011","001","14662011001",1,17,7,2,5,3
"9293","37","376","14662","011","016","14662011016",1,17,10,2,5,3
"9294","37","376","14662","011","003","14662011003",1,17,7,2,5,3
"9295","37","376","14662","011","008","14662011008",0,0,6,2,8,3
"9296","37","377","14704","015","006","14704015006",0,1,10,2,6,3
"9297","37","377","14704","015","004","14704015004",1,18,15,2,2,3
"9298","37","377","14704","015","004","14704015004",0,1,15,2,5,3
"9299","37","377","14704","015","015","14704015015",0,1,12,2,2,3
"9300","37","377","14704","015","015","14704015015",1,18,15,2,5,3
"9301","37","377","14704","015","008","14704015008",1,18,15,2,2,3
"9302","37","377","14704","015","002","14704015002",0,1,15,2,5,3
"9303","37","377","14704","015","006","14704015006",1,18,15,2,5,3
"9304","37","377","14704","015","002","14704015002",1,18,15,2,2,3
"9305","37","377","14704","015","008","14704015008",0,1,10,2,3,3
"9306","37","377","14707","006","008","14707006008",1,18,20,2,1,3
"9307","37","377","14707","006","011","14707006011",1,18,20,2,1,3
"9308","37","377","14707","006","010","14707006010",0,1,15,2,3,3
"9309","37","377","14707","006","009","14707006009",0,1,13,1,3,3
"9310","37","377","14707","006","012","14707006012",1,18,15,2,5,3
"9311","37","377","14707","006","010","14707006010",1,18,25,2,1,3
"9312","37","377","14707","006","002","14707006002",1,18,15,2,2,3
"9313","37","377","14707","006","009","14707006009",1,18,20,2,2,3
"9314","37","377","14707","006","006","14707006006",1,18,15,2,6,3
"9315","37","377","14707","006","011","14707006011",0,1,15,2,2,3
"9316","37","377","14707","006","014","14707006014",0,1,14,2,3,3
"9317","37","377","14707","006","001","14707006001",1,18,15,2,2,3
"9318","37","377","14707","006","012","14707006012",0,1,15,2,2,3
"9319","37","377","14707","006","002","14707006002",0,1,15,2,5,3
"9320","37","377","14707","006","001","14707006001",0,1,15,2,5,3
"9321","37","377","14707","006","006","14707006006",0,1,11,2,7,3
"9322","37","377","14707","006","008","14707006008",0,1,10,2,2,3
"9323","37","377","14707","006","014","14707006014",1,18,15,2,6,3
"9324","38","380","14800","014","007","14800014007",0,2,2,2,2,3
"9325","38","380","14800","014","008","14800014008",0,1,2,2,3,3
"9326","38","380","16432","008","005","16432008005",0,18,4,1,2,3
"9327","38","387","15016","007","011","15016007011",0,0,3,1,34,3
"9328","38","387","15016","007","002","15016007002",0,0,2,1,34,3
"9329","38","387","15016","007","014","15016007014",0,0,3,1,33,3
"9330","38","387","15016","007","003","15016007003",0,0,2,1,32,3
"9331","38","387","15016","007","015","15016007015",0,0,4,1,24,3
"9332","38","387","15016","007","007","15016007007",0,0,2,1,30,3
"9333","38","387","15016","007","013","15016007013",0,0,2,1,28,3
"9334","38","387","15016","007","011","15016007011",1,3,1,5,15,3
"9335","38","387","15016","007","001","15016007001",1,3,2,6,30,3
"9336","38","387","15016","007","012","15016007012",0,0,3,1,29,3
"9337","38","387","15016","007","006","15016007006",0,0,2,1,23,3
"9338","38","387","15016","007","001","15016007001",0,1,5,1,34,3
"9339","38","387","15016","007","005","15016007005",0,0,3,1,32,3
"9340","38","387","15016","007","009","15016007009",0,0,2,1,28,3
"9341","38","387","15016","007","010","15016007010",0,0,3,1,32,3
"9342","38","387","15016","007","008","15016007008",0,0,3,1,38,3
"9343","38","391","15250","003","013","15250003013",0,15,7,1,1,3
"9344","38","391","15250","003","014","15250003014",2,10,12,6,3,3
"9345","38","391","15250","003","005","15250003005",0,16,10,1,1,3
"9346","38","391","15250","003","004","15250003004",0,17,10,1,2,3
"9347","38","391","15250","003","014","15250003014",1,5,20,6,5,3
"9348","38","391","15250","003","007","15250003007",0,5,25,5,5,3
"9349","38","391","15250","003","014","15250003014",3,15,10,6,3,3
"9350","38","391","15250","003","007","15250003007",1,12,15,5,3,3
"9351","38","391","15250","003","014","15250003014",0,8,15,6,5,3
"9352","38","391","15250","003","001","15250003001",0,17,10,1,2,3
"9353","38","393","15349","005","007","15349005007",0,4,5,3,1,3
"9354","38","393","15349","005","005","15349005005",0,4,5,3,1,3
"9355","38","393","15349","005","014","15349005014",0,4,5,3,1,3
"9356","38","393","15349","005","001","15349005001",0,4,5,3,1,3
"9357","38","395","15493","005","012","15493005012",1,17,14,3,5,3
"9358","38","395","15493","005","010","15493005010",1,17,15,1,5,3
"9359","38","395","15493","005","016","15493005016",1,16,8,2,0,3
"9360","38","395","15493","005","013","15493005013",1,17,10,1,0,3
"9361","38","395","15493","005","012","15493005012",0,9,7,6,3,3
"9362","38","395","15493","005","008","15493005008",1,16,8,2,0,3
"9363","38","395","15493","005","003","15493005003",1,16,10,1,0,3
"9364","38","395","15493","005","016","15493005016",0,9,7,2,0,3
"9365","38","395","15493","005","003","15493005003",0,10,5,1,2,3
"9366","38","395","15493","005","010","15493005010",0,17,8,6,5,3
"9367","38","395","15493","005","013","15493005013",0,13,5,1,2,3
"9368","38","395","15493","005","008","15493005008",0,9,7,2,2,3
"9369","38","397","15685","004","004","15685004004",0,0,12,6,1,3
"9370","38","397","15748","002","010","15748002010",0,0,12,6,1,3
"9371","38","397","15748","002","010","15748002010",1,0,10,6,1,3
"9372","38","397","15748","002","013","15748002013",0,0,10,6,1,3
"9373","38","397","15748","002","013","15748002013",2,7,10,6,1,3
"9374","38","397","15748","002","013","15748002013",1,2,12,6,1,3
"9375","38","397","15748","002","014","15748002014",1,1,12,3,1,3
"9376","38","397","15748","002","014","15748002014",0,0,10,3,1,3
"9377","38","397","15748","002","012","15748002012",0,0,12,6,1,3
"9378","38","397","15748","002","012","15748002012",2,8,10,6,1,3
"9379","38","397","15748","002","011","15748002011",2,11,10,6,1,3
"9380","38","397","15748","002","012","15748002012",1,3,10,6,1,3
"9381","38","397","15748","002","014","15748002014",3,7,10,3,1,3
"9382","38","397","15748","002","010","15748002010",2,3,15,6,1,3
"9383","38","397","15748","002","014","15748002014",2,5,10,3,1,3
"9384","38","397","15748","002","011","15748002011",1,6,15,6,1,3
"9385","38","397","15748","002","014","15748002014",4,12,7,3,1,3
"9386","38","397","15748","002","011","15748002011",0,1,12,6,1,3
"9387","38","397","15754","006","004","15754006004",0,0,15,6,1,3
"9388","38","397","15754","006","005","15754006005",0,0,15,6,1,3
"9389","38","397","15754","006","014","15754006014",0,0,15,2,1,3
"9390","38","397","15754","006","006","15754006006",0,0,15,6,1,3
"9391","38","401","16096","005","014","16096005014",1,17,5,2,3,3
"9392","38","401","16096","005","010","16096005010",0,18,5,2,5,3
"9393","38","401","16096","005","001","16096005001",0,17,3,2,5,3
"9394","38","401","16096","005","006","16096005006",0,3,2,2,6,3
"9395","38","401","16096","005","011","16096005011",1,17,3,2,3,3
"9396","38","401","16096","005","013","16096005013",0,10,3,2,3,3
"9397","38","401","16096","005","014","16096005014",0,3,2,2,7,3
"9398","38","401","16096","005","007","16096005007",0,16,3,2,5,3
"9399","38","401","16096","005","005","16096005005",0,17,5,2,10,3
"9400","38","401","16096","005","006","16096005006",1,17,3,2,5,3
"9401","38","401","16096","005","015","16096005015",0,17,5,2,8,3
"9402","38","401","16096","005","011","16096005011",0,5,2,2,10,3
"9403","38","401","16162","005","001","16162005001",1,18,3,6,1,3
"9404","38","401","16162","005","014","16162005014",0,16,3,6,1,3
"9405","38","401","16162","005","001","16162005001",0,16,5,6,1,3
"9406","38","401","16162","005","004","16162005004",0,16,12,6,2,3
"9407","38","401","16165","008","010","16165008010",0,6,9,5,3,3
"9408","40","412","17914","004","015","17914004015",0,17,15,6,1,3
"9409","40","412","17914","004","002","17914004002",0,16,20,6,2,3
"9410","40","412","17914","004","009","17914004009",0,17,15,6,1,3
"9411","40","419","17032","001","009","17032001009",0,16,5,6,7,3
"9412","40","419","17032","001","004","17032001004",1,4,5,1,3,3
"9413","40","419","17032","001","006","17032001006",0,5,5,6,5,3
"9414","40","419","17032","001","010","17032001010",0,6,10,6,15,3
"9415","40","419","17032","001","003","17032001003",0,3,5,99,99,3
"9416","40","419","17032","001","004","17032001004",0,5,4,2,2,3
"9417","40","419","17032","001","001","17032001001",0,5,5,2,99,3
"9418","40","425","17440","001","014","17440001014",0,5,3,6,2,3
"9419","40","425","17440","001","014","17440001014",1,14,2,6,2,3
"9420","40","425","17440","001","008","17440001008",0,17,2,2,2,3
"9421","40","426","17527","011","002","17527011002",0,3,5,3,3,3
"9422","40","426","17527","011","004","17527011004",0,1,0,99,0,3
"9423","40","426","17527","011","001","17527011001",0,1,3,3,3,3
"9424","40","426","17527","011","004","17527011004",1,1,0,2,0,3
"9425","40","427","17692","014","025","17692014025",1,11,2,3,10,3
"9426","40","427","17692","014","025","17692014025",0,10,2,3,5,3
"9427","40","427","17692","014","026","17692014026",0,12,3,2,10,3
"9428","40","427","17692","014","023","17692014023",1,13,2,3,15,3
"9429","40","427","17692","014","023","17692014023",0,13,2,3,10,3
"9430","40","427","17692","014","022","17692014022",0,14,2,3,10,3
"9431","40","427","17692","014","026","17692014026",1,14,2,2,15,3
"9432","40","427","17692","014","022","17692014022",1,14,2,3,10,3
"9433","40","427","17692","014","018","17692014018",0,1,1,1,1,3
"9434","40","428","17749","003","012","17749003012",1,13,2,6,0,3
"9435","40","428","17749","003","014","17749003014",0,12,5,6,0,3
"9436","40","428","17749","003","012","17749003012",0,12,3,6,0,3
"9437","40","428","17749","003","001","17749003001",0,14,2,6,0,3
"9438","40","428","17749","003","003","17749003003",0,7,3,6,0,3
"9439","40","428","17749","003","002","17749003002",0,10,3,6,0,3
"9440","40","428","17749","003","015","17749003015",0,9,2,6,0,3
"9441","40","428","17749","003","008","17749003008",0,11,2,6,0,3
"9442","40","428","17749","003","011","17749003011",0,11,3,6,0,3
"9443","40","428","17800","004","015","17800004015",0,4,5,6,2,3
"9444","40","428","17800","004","012","17800004012",0,4,3,6,2,3
"9445","40","428","17800","004","013","17800004013",0,2,12,6,2,3
"9446","40","432","17104","017","004","17104017004",0,6,5,2,1,3
"9447","40","432","17104","017","012","17104017012",1,18,10,2,0,3
"9448","40","432","17104","017","015","17104017015",0,6,5,2,1,3
"9449","40","432","17104","017","002","17104017002",0,6,5,2,1,3
"9450","40","432","17104","017","002","17104017002",1,18,10,2,0,3
"9451","40","432","17104","017","004","17104017004",1,18,10,2,0,3
"9452","40","432","17104","017","012","17104017012",0,6,5,2,1,3
"9453","40","432","17104","017","015","17104017015",1,18,10,2,0,3
"9454","42","436","18094","005","007","18094005007",0,0,7,1,3,3
"9455","42","436","18094","005","007","18094005007",1,15,15,1,2,3
"9456","42","436","18094","005","008","18094005008",0,0,7,1,5,3
"9457","42","436","18094","005","008","18094005008",1,15,15,1,1,3
"9458","42","436","18094","005","004","18094005004",0,0,6,1,3,3
"9459","42","436","18094","005","004","18094005004",1,15,14,1,2,3
"9460","42","437","18130","005","006","18130005006",0,0,15,2,0,3
"9461","42","437","18130","005","006","18130005006",2,17,10,2,99,3
"9462","42","437","18130","005","005","18130005005",0,0,10,2,99,3
