"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B13A_C1","M4B13A_C2","M4B13A_C3","M4B13A_C4"
"1","04117004010","14","125","04117","004","010",3,5,1,1400,4
"2","04117004012","14","125","04117","004","012",3,5,1,1333,4
"3","23443003001","62","612","23443","003","001",3,1,2,150,3
"4","23443003002","62","612","23443","003","002",3,1,3,120,3
"5","23443003003","62","612","23443","003","003",3,1,3,120,3
"6","23443003004","62","612","23443","003","004",3,1,2,150,3
"7","23443003005","62","612","23443","003","005",3,3,2,120,2
"8","23443003007","62","612","23443","003","007",3,1,2,120,3
"9","23443003009","62","612","23443","003","009",3,1,2,100,4
"10","23443003010","62","612","23443","003","010",3,1,2,120,3
"11","23443003011","62","612","23443","003","011",3,1,2,150,3
"12","23443003012","62","612","23443","003","012",3,1,2,150,3
"13","23443003015","62","612","23443","003","015",3,3,2,120,3
"14","23497004002","62","614","23497","004","002",3,1,3,170,2
"15","23497004003","62","614","23497","004","003",3,1,3,200,2
"16","23497004006","62","614","23497","004","006",3,1,3,170,2
"17","23497004008","62","614","23497","004","008",3,1,3,200,2
"18","23497004010","62","614","23497","004","010",3,1,3,210,2
"19","23497004013","62","614","23497","004","013",3,1,3,200,2
"20","23500004006","62","615","23500","004","006",3,2,3,300,4
"21","23500004007","62","615","23500","004","007",3,2,5,310,4
"22","23500004008","62","615","23500","004","008",3,1,1,200,4
"23","23500004009","62","615","23500","004","009",3,2,5,300,4
"24","23500004010","62","615","23500","004","010",3,2,3,320,4
"25","23500004012","62","615","23500","004","012",3,1,3,300,4
"26","23500004013","62","615","23500","004","013",3,1,3,370,4
"27","23500004014","62","615","23500","004","014",3,2,3,280,4
"28","23500004015","62","615","23500","004","015",3,2,4,310,4
"29","23506014001","62","615","23506","014","001",3,2,5,300,4
"30","23506014002","62","615","23506","014","002",3,2,4,320,4
"31","23506014003","62","615","23506","014","003",3,2,3,320,4
"32","23506014004","62","615","23506","014","004",3,2,3,340,4
"33","23506014005","62","615","23506","014","005",3,1,2,350,4
"34","23506014006","62","615","23506","014","006",3,2,3,300,4
"35","23506014007","62","615","23506","014","007",3,2,4,280,4
"36","23506014008","62","615","23506","014","008",3,2,4,280,4
"37","23506014009","62","615","23506","014","009",3,2,3,300,4
"38","23506014011","62","615","23506","014","011",3,2,3,300,4
"39","23506014012","62","615","23506","014","012",3,2,3,300,4
"40","23506014013","62","615","23506","014","013",3,2,3,310,4
"41","23506014014","62","615","23506","014","014",3,2,3,300,4
"42","23785020001","64","628","23785","020","001",3,1,3,30,2
"43","23785020002","64","628","23785","020","002",3,2,3,30,2
"44","23785020003","64","628","23785","020","003",3,2,3,30,1
"45","23785020005","64","628","23785","020","005",3,1,3,30,2
"46","23785020006","64","628","23785","020","006",3,1,3,30,2
"47","23785020007","64","628","23785","020","007",3,2,3,30,2
"48","23785020008","64","628","23785","020","008",3,1,3,30,2
"49","23785020009","64","628","23785","020","009",3,2,3,30,1
"50","23785020010","64","628","23785","020","010",3,1,3,30,2
"51","23785020011","64","628","23785","020","011",3,1,3,30,2
"52","23785020012","64","628","23785","020","012",3,1,3,30,1
"53","23785020013","64","628","23785","020","013",3,1,3,20,4
"54","23785020014","64","628","23785","020","014",3,1,3,30,2
"55","23785020015","64","628","23785","020","015",3,1,3,30,2
"56","23794010001","64","629","23794","010","001",3,1,3,190,2
"57","23794010002","64","629","23794","010","002",3,1,4,250,2
"58","23794010004","64","629","23794","010","004",3,1,3,20,2
"59","23794010005","64","629","23794","010","005",3,1,3,20,2
"60","23794010006","64","629","23794","010","006",3,1,4,250,2
"61","23794010010","64","629","23794","010","010",3,1,3,20,2
"62","23794010015","64","629","23794","010","015",3,1,4,180,2
"63","23800013001","64","629","23800","013","001",3,1,3,180,2
"64","23800013002","64","629","23800","013","002",3,1,3,210,2
"65","23800013004","64","629","23800","013","004",3,1,3,180,2
"66","23800013005","64","629","23800","013","005",3,1,4,22,2
"67","23800013007","64","629","23800","013","007",3,1,3,180,2
"68","23800013008","64","629","23800","013","008",3,1,3,20,2
"69","23800013009","64","629","23800","013","009",3,1,3,20,2
"70","23800013010","64","629","23800","013","010",3,1,3,150,2
"71","23800013011","64","629","23800","013","011",3,1,3,180,2
"72","23800013013","64","629","23800","013","013",3,1,3,20,2
"73","23800013014","64","629","23800","013","014",3,1,3,20,2
"74","23800013015","64","629","23800","013","015",3,1,3,20,2
"75","23863009001","64","631","23863","009","001",3,1,4,100,2
"76","23863009002","64","631","23863","009","002",3,1,4,100,2
"77","23863009003","64","631","23863","009","003",3,1,4,80,2
"78","23863009004","64","631","23863","009","004",3,1,4,100,4
"79","23863009005","64","631","23863","009","005",3,1,4,95,2
"80","23863009007","64","631","23863","009","007",3,1,4,100,2
"81","23863009008","64","631","23863","009","008",3,1,4,1000,2
"82","23863009009","64","631","23863","009","009",3,1,4,100,3
"83","23863009011","64","631","23863","009","011",3,1,4,90,2
"84","23863009012","64","631","23863","009","012",3,1,3,80,2
"85","23863009013","64","631","23863","009","013",3,1,4,100,4
"86","23863009017","64","631","23863","009","017",3,1,4,90,2
"87","23941048002","64","633","23941","048","002",3,1,5,110,4
"88","23941048003","64","633","23941","048","003",3,1,4,100,2
"89","23941048006","64","633","23941","048","006",3,1,4,100,4
"90","23941048008","64","633","23941","048","008",3,1,5,100,4
"91","23941048009","64","633","23941","048","009",3,1,4,100,4
"92","23941048010","64","633","23941","048","010",3,1,5,100,4
"93","23941048012","64","633","23941","048","012",3,1,4,100,4
"94","23983012005","64","639","23983","012","005",3,1,3,25,4
"95","23983012015","64","639","23983","012","015",3,1,4,40,2
"96","24121016009","66","643","24121","016","009",3,3,3,200,3
"97","24121016010","66","643","24121","016","010",3,3,4,200,3
"98","24136026002","66","643","24136","026","002",3,1,4,200,3
"99","24157013002","66","643","24157","013","002",3,1,6,25,2
"100","24157013003","66","643","24157","013","003",3,1,7,25,2
"101","24157013004","66","643","24157","013","004",3,1,7,25,2
"102","24157013006","66","643","24157","013","006",3,1,7,25,2
"103","24157013008","66","643","24157","013","008",3,1,7,20,2
"104","24157013011","66","643","24157","013","011",3,1,7,25,2
"105","24157013015","66","643","24157","013","015",3,1,7,25,2
"106","24190028002","66","645","24190","028","002",3,1,4,450,2
"107","24190028003","66","645","24190","028","003",3,2,5,500,2
"108","24190028004","66","645","24190","028","004",3,1,3,530,2
"109","24190028006","66","645","24190","028","006",3,2,5,5000,2
"110","24190028007","66","645","24190","028","007",3,2,4,5000,2
"111","24190028008","66","645","24190","028","008",3,1,3,500,1
"112","24190028011","66","645","24190","028","011",3,1,3,360,2
"113","24190028015","66","645","24190","028","015",3,2,5,5000,2
"114","24253033002","66","647","24253","033","002",3,1,4,180,2
"115","24253033005","66","647","24253","033","005",3,1,4,170,2
"116","24253033007","66","647","24253","033","007",3,1,4,200,2
"117","24253033008","66","647","24253","033","008",3,1,4,180,2
"118","24253033010","66","647","24253","033","010",3,2,4,50,2
"119","24316012003","66","649","24316","012","003",3,1,3,200,2
"120","24316012008","66","649","24316","012","008",3,1,4,200,2
"121","24316012009","66","649","24316","012","009",3,1,3,220,2
"122","24316012012","66","649","24316","012","012",3,1,3,180,2
"123","24316012013","66","649","24316","012","013",3,1,3,220,2
"124","24367009005","66","650","24367","009","005",3,1,3,70,4
"125","24367009006","66","650","24367","009","006",3,1,3,200,2
"126","24367009007","66","650","24367","009","007",3,1,1,230,2
"127","24367009008","66","650","24367","009","008",3,1,2,200,2
"128","24367009009","66","650","24367","009","009",3,1,2,250,2
"129","24367009010","66","650","24367","009","010",3,1,2,220,2
"130","24367009011","66","650","24367","009","011",3,1,3,220,2
"131","24367009012","66","650","24367","009","012",3,1,3,200,2
"132","24367009013","66","650","24367","009","013",3,1,3,250,2
"133","24367009014","66","650","24367","009","014",3,1,3,200,2
"134","24367009016","66","650","24367","009","016",3,1,3,80,4
"135","24412011008","66","652","24412","011","008",3,1,2,100,4
"136","24505005001","66","654","24505","005","001",3,1,3,32,2
"137","24505005002","66","654","24505","005","002",3,1,3,35,2
"138","24505005003","66","654","24505","005","003",3,1,3,35,2
"139","24505005004","66","654","24505","005","004",3,1,3,25,2
"140","24505005005","66","654","24505","005","005",3,1,3,32,2
"141","24505005006","66","654","24505","005","006",3,1,2,32,2
"142","24505005007","66","654","24505","005","007",3,1,3,35,2
"143","24505005008","66","654","24505","005","008",3,1,3,32,2
"144","24505005009","66","654","24505","005","009",3,1,3,30,2
"145","24505005010","66","654","24505","005","010",3,1,3,30,2
"146","24505005011","66","654","24505","005","011",3,1,3,30,2
"147","24505005012","66","654","24505","005","012",3,1,3,30,2
"148","24505005013","66","654","24505","005","013",3,1,3,30,2
"149","24505005014","66","654","24505","005","014",3,1,3,32,2
"150","24505005015","66","654","24505","005","015",3,1,3,35,2
"151","24559002004","66","655","24559","002","004",3,5,4,200,3
"152","24559002012","66","655","24559","002","012",3,1,3,110,2
"153","24559002015","66","655","24559","002","015",3,1,4,120,2
"154","24586004001","66","656","24586","004","001",3,1,3,90,2
"155","24586004002","66","656","24586","004","002",3,1,4,90,2
"156","24586004003","66","656","24586","004","003",3,1,1,150,2
"157","24586004004","66","656","24586","004","004",3,1,3,150,2
"158","24586004005","66","656","24586","004","005",3,1,3,150,2
"159","24586004006","66","656","24586","004","006",3,1,3,80,2
"160","24586004007","66","656","24586","004","007",3,1,3,160,2
"161","24586004009","66","656","24586","004","009",3,1,2,120,2
"162","24586004010","66","656","24586","004","010",3,1,1,90,2
"163","24586004013","66","656","24586","004","013",3,1,3,100,2
"164","24586004014","66","656","24586","004","014",3,1,3,160,2
"165","24586004015","66","656","24586","004","015",3,1,2,150,2
"166","24615009001","67","660","24615","009","001",3,2,3,300,2
"167","24615009016","67","660","24615","009","016",3,1,2,200,4
"168","24616011002","67","661","24616","011","002",3,1,4,280,4
"169","24616011003","67","661","24616","011","003",3,1,6,300,4
"170","24616011004","67","661","24616","011","004",3,1,3,300,4
"171","24616011005","67","661","24616","011","005",3,1,3,300,4
"172","24616011006","67","661","24616","011","006",3,1,6,280,4
"173","24616011007","67","661","24616","011","007",3,1,1,250,4
"174","24616011008","67","661","24616","011","008",3,1,4,300,4
"175","24616011010","67","661","24616","011","010",3,1,5,280,4
"176","24616011012","67","661","24616","011","012",3,1,5,280,4
"177","24616011016","67","661","24616","011","016",3,1,3,300,4
"178","24616011018","67","661","24616","011","018",3,1,2,300,4
"179","24640010001","67","662","24640","010","001",3,1,10,24,2
"180","24640010007","67","662","24640","010","007",3,1,6,120,4
"181","24640010011","67","662","24640","010","011",3,1,3,100,2
"182","24640010015","67","662","24640","010","015",3,1,3,80,2
"183","24643001004","67","662","24643","001","004",3,1,12,24,2
"184","24643001005","67","662","24643","001","005",3,1,12,24,2
"185","24643001006","67","662","24643","001","006",3,1,5,120,4
"186","24643001007","67","662","24643","001","007",3,1,6,110,4
"187","24643001018","67","662","24643","001","018",3,1,4,90,2
"188","24682010001","67","663","24682","010","001",3,1,4,150,4
"189","24682010003","67","663","24682","010","003",3,1,4,120,4
"190","24682010004","67","663","24682","010","004",3,1,4,100,4
"191","24682010007","67","663","24682","010","007",3,1,4,100,4
"192","24682010008","67","663","24682","010","008",3,1,2,70,2
"193","24682010009","67","663","24682","010","009",3,1,4,110,4
"194","24682010010","67","663","24682","010","010",3,1,2,65,2
"195","24682010011","67","663","24682","010","011",3,1,2,80,2
"196","24682010012","67","663","24682","010","012",3,1,2,72,2
"197","24682010013","67","663","24682","010","013",3,1,2,76,2
"198","24682010015","67","663","24682","010","015",3,1,2,70,2
"199","24699007001","67","664","24699","007","001",3,2,5,750,3
"200","24699007002","67","664","24699","007","002",3,2,5,730,3
"201","24699007003","67","664","24699","007","003",3,2,4,780,3
"202","24699007004","67","664","24699","007","004",3,2,5,650,3
"203","24699007005","67","664","24699","007","005",3,1,5,650,3
"204","24699007006","67","664","24699","007","006",3,2,4,675,3
"205","24699007007","67","664","24699","007","007",3,2,5,650,3
"206","24699007008","67","664","24699","007","008",3,2,5,770,3
"207","24699007009","67","664","24699","007","009",3,2,3,200,3
"208","24699007010","67","664","24699","007","010",3,2,2,210,4
"209","24699007011","67","664","24699","007","011",3,2,2,200,4
"210","24699007012","67","664","24699","007","012",3,2,2,200,3
"211","24699007013","67","664","24699","007","013",3,2,2,200,3
"212","24699007014","67","664","24699","007","014",3,2,2,210,3
"213","24699007015","67","664","24699","007","015",3,1,2,200,2
"214","24721015001","67","665","24721","015","001",3,2,2,20,2
"215","24721015002","67","665","24721","015","002",3,2,2,19,4
"216","24721015003","67","665","24721","015","003",3,1,2,19,2
"217","24721015004","67","665","24721","015","004",3,1,3,22,2
"218","24721015005","67","665","24721","015","005",3,2,1,20,2
"219","24721015006","67","665","24721","015","006",3,2,2,21,3
"220","24721015007","67","665","24721","015","007",3,2,3,19,2
"221","24721015009","67","665","24721","015","009",3,2,2,22,2
"222","24721015010","67","665","24721","015","010",3,2,3,18,2
"223","24721015016","67","665","24721","015","016",3,2,3,20,2
"224","24721015017","67","665","24721","015","017",3,1,2,20,2
"225","24721015018","67","665","24721","015","018",3,2,2,19,2
"226","24721015019","67","665","24721","015","019",3,2,3,22,2
"227","24730035001","67","665","24730","035","001",3,1,2,18,2
"228","24730035002","67","665","24730","035","002",3,1,2,25,3
"229","24730035003","67","665","24730","035","003",3,1,2,22,4
"230","24730035004","67","665","24730","035","004",3,1,3,25,2
"231","24730035006","67","665","24730","035","006",3,1,3,20,2
"232","24730035007","67","665","24730","035","007",3,2,3,18,2
"233","24730035008","67","665","24730","035","008",3,1,3,22,2
"234","24730035012","67","665","24730","035","012",3,1,2,30,2
"235","24730035016","67","665","24730","035","016",3,1,2,100,4
"236","24730035017","67","665","24730","035","017",3,1,2,150,4
"237","24730035018","67","665","24730","035","018",3,1,2,120,2
"238","24748024002","67","667","24748","024","002",3,2,4,70,2
"239","24748024003","67","667","24748","024","003",3,2,3,120,2
"240","24748024004","67","667","24748","024","004",3,1,3,100,2
"241","24748024006","67","667","24748","024","006",3,1,3,100,2
"242","24748024007","67","667","24748","024","007",3,2,3,100,2
"243","24748024009","67","667","24748","024","009",3,2,4,150,2
"244","24748024010","67","667","24748","024","010",3,1,3,75,2
"245","24748024011","67","667","24748","024","011",3,1,2,200,2
"246","24748024012","67","667","24748","024","012",3,1,3,100,2
"247","24748024014","67","667","24748","024","014",3,2,2,200,2
"248","24748024015","67","667","24748","024","015",3,2,2,200,2
"249","24817033003","68","673","24817","033","003",3,1,1,90,2
"250","24817033004","68","673","24817","033","004",3,1,1,60,2
"251","24817033005","68","673","24817","033","005",3,1,1,40,4
"252","24817033009","68","673","24817","033","009",3,1,99,40,3
"253","24817033015","68","673","24817","033","015",3,1,1,50,4
"254","24844025002","68","673","24844","025","002",3,1,1,100,2
"255","24844025005","68","673","24844","025","005",3,1,4,50,4
"256","24844025007","68","673","24844","025","007",3,1,2,60,4
"257","24844025008","68","673","24844","025","008",3,1,2,70,2
"258","24844025009","68","673","24844","025","009",3,1,2,120,2
"259","24844025011","68","673","24844","025","011",3,1,99,40,2
"260","24844025012","68","673","24844","025","012",3,1,3,50,4
"261","24844025013","68","673","24844","025","013",3,1,1,5,4
"262","24844025014","68","673","24844","025","014",3,1,1,60,4
"263","24844025015","68","673","24844","025","015",3,1,1,60,2
"264","24853005001","68","674","24853","005","001",3,2,2,250,4
"265","24853005002","68","674","24853","005","002",3,1,3,300,2
"266","24853005003","68","674","24853","005","003",3,1,2,150,2
"267","24853005004","68","674","24853","005","004",3,1,2,250,4
"268","24853005005","68","674","24853","005","005",3,1,2,300,2
"269","24853005006","68","674","24853","005","006",3,1,2,200,4
"270","24853005007","68","674","24853","005","007",3,1,2,250,2
"271","24853005008","68","674","24853","005","008",3,1,2,300,2
"272","24853005009","68","674","24853","005","009",3,1,3,300,2
"273","24853005010","68","674","24853","005","010",3,1,2,200,2
"274","24853005011","68","674","24853","005","011",3,1,3,250,3
"275","24853005012","68","674","24853","005","012",3,1,3,200,2
"276","24853005013","68","674","24853","005","013",3,1,2,200,2
"277","24853005014","68","674","24853","005","014",3,1,3,250,2
"278","24853005015","68","674","24853","005","015",3,1,2,200,2
"279","24955008014","68","677","24955","008","014",3,1,2,30,4
"280","24964020009","68","678","24964","020","009",3,1,3,100,4
"281","24964020010","68","678","24964","020","010",3,3,3,150,2
"282","24964020012","68","678","24964","020","012",3,1,3,5,2
"283","25000065002","68","679","25000","065","002",3,1,1,120,4
"284","25000065004","68","679","25000","065","004",3,1,3,50,4
"285","25000065006","68","679","25000","065","006",3,1,1,100,2
"286","25000065012","68","679","25000","065","012",3,1,1,250,2
"287","25000065013","68","679","25000","065","013",3,1,3,45,4
"288","25000065014","68","679","25000","065","014",3,1,1,55,2
"289","25021012001","68","679","25021","012","001",3,1,2,45,4
"290","25021012002","68","679","25021","012","002",3,1,1,40,2
"291","25021012003","68","679","25021","012","003",3,1,1,45,2
"292","25021012004","68","679","25021","012","004",3,1,1,50,4
"293","25021012005","68","679","25021","012","005",3,1,1,40,2
"294","25021012006","68","679","25021","012","006",3,1,1,45,4
"295","25021012007","68","679","25021","012","007",3,1,3,50,4
"296","25021012008","68","679","25021","012","008",3,1,1,50,4
"297","25021012009","68","679","25021","012","009",3,1,1,50,4
"298","25021012010","68","679","25021","012","010",3,1,1,40,4
"299","25021012011","68","679","25021","012","011",3,1,2,40,4
"300","25021012012","68","679","25021","012","012",3,1,2,42,2
"301","25021012013","68","679","25021","012","013",3,1,1,40,4
"302","25021012014","68","679","25021","012","014",3,1,1,40,2
"303","25021012015","68","679","25021","012","015",3,1,1,45,2
"304","25081019001","68","680","25081","019","001",3,1,2,25,2
"305","25081019002","68","680","25081","019","002",3,1,1,25,2
"306","25081019003","68","680","25081","019","003",3,1,1,30,2
"307","25081019004","68","680","25081","019","004",3,1,1,30,2
"308","25081019005","68","680","25081","019","005",3,1,1,30,2
"309","25081019006","68","680","25081","019","006",3,1,1,20,2
"310","25081019007","68","680","25081","019","007",3,1,1,30,2
"311","25081019008","68","680","25081","019","008",3,1,1,30,2
"312","25081019009","68","680","25081","019","009",3,1,2,30,4
"313","25081019012","68","680","25081","019","012",3,1,1,50,2
"314","25081019013","68","680","25081","019","013",3,1,2,50,2
"315","25081019014","68","680","25081","019","014",3,1,1,60,2
"316","25081019015","68","680","25081","019","015",3,1,1,30,2
"317","23362010003","62","610","23362","010","003",2,4,2,2,4
"318","23395004001","62","611","23395","004","001",2,2,4,20,2
"319","23395004002","62","611","23395","004","002",2,2,4,200,3
"320","23395004003","62","611","23395","004","003",2,2,4,200,2
"321","23395004004","62","611","23395","004","004",2,1,4,15,3
"322","23395004005","62","611","23395","004","005",2,2,4,150,2
"323","23395004007","62","611","23395","004","007",2,1,3,3,2
"324","23395004008","62","611","23395","004","008",2,2,3,20,2
"325","23395004009","62","611","23395","004","009",2,2,4,200,4
"326","23395004010","62","611","23395","004","010",2,2,3,200,1
"327","23395004012","62","611","23395","004","012",2,2,3,150,3
"328","23395004013","62","611","23395","004","013",2,1,4,200,2
"329","23395004014","62","611","23395","004","014",2,1,4,10,2
"330","23395004015","62","611","23395","004","015",2,2,3,250,4
"331","23401005001","62","612","23401","005","001",2,1,3,75,3
"332","23401005006","62","612","23401","005","006",2,1,2,80,2
"333","23401005009","62","612","23401","005","009",2,1,2,80,3
"334","23401005012","62","612","23401","005","012",2,1,3,65,2
"335","23473007004","62","613","23473","007","004",2,1,99,1000,2
"336","23527003009","62","616","23527","003","009",2,1,8,450,2
"337","23527003012","62","616","23527","003","012",2,1,6,400,2
"338","23582020014","64","622","23582","020","014",2,3,3,12,2
"339","23584001001","64","622","23584","001","001",2,3,2,5,2
"340","23584001002","64","622","23584","001","002",2,3,2,5,2
"341","23584001005","64","622","23584","001","005",2,1,1,5,2
"342","23584001006","64","622","23584","001","006",2,1,2,5,2
"343","23584001008","64","622","23584","001","008",2,3,2,5,2
"344","23584001009","64","622","23584","001","009",2,3,2,5,2
"345","23584001010","64","622","23584","001","010",2,1,2,5,2
"346","23584001013","64","622","23584","001","013",2,3,2,5,2
"347","23584001014","64","622","23584","001","014",2,3,2,5,2
"348","23584001015","64","622","23584","001","015",2,1,5,10,2
"349","23692016001","64","626","23692","016","001",2,1,4,160,2
"350","23692016002","64","626","23692","016","002",2,1,4,250,2
"351","23692016005","64","626","23692","016","005",2,1,4,270,2
"352","23692016006","64","626","23692","016","006",2,1,4,245,2
"353","23692016008","64","626","23692","016","008",2,1,3,150,2
"354","23692016009","64","626","23692","016","009",2,1,4,300,2
"355","23692016011","64","626","23692","016","011",2,1,4,310,2
"356","23692016012","64","626","23692","016","012",2,1,4,150,2
"357","23692016013","64","626","23692","016","013",2,1,3,5,2
"358","23692016014","64","626","23692","016","014",2,1,4,265,2
"359","23692016015","64","626","23692","016","015",2,1,4,310,2
"360","23716005001","64","626","23716","005","001",2,1,3,180,2
"361","23716005002","64","626","23716","005","002",2,1,3,180,2
"362","23716005003","64","626","23716","005","003",2,1,4,200,2
"363","23716005004","64","626","23716","005","004",2,1,3,150,2
"364","23716005005","64","626","23716","005","005",2,1,4,190,2
"365","23716005006","64","626","23716","005","006",2,1,3,200,2
"366","23716005007","64","626","23716","005","007",2,1,4,190,3
"367","23716005008","64","626","23716","005","008",2,1,4,150,2
"368","23716005009","64","626","23716","005","009",2,1,4,190,2
"369","23716005010","64","626","23716","005","010",2,1,200,190,2
"370","23716005011","64","626","23716","005","011",2,1,4,180,2
"371","23716005012","64","626","23716","005","012",2,1,4,190,2
"372","23716005013","64","626","23716","005","013",2,1,4,190,4
"373","23716005014","64","626","23716","005","014",2,1,3,200,2
"374","23716005015","64","626","23716","005","015",2,1,4,200,3
"375","23728010001","64","627","23728","010","001",2,5,99,3,4
"376","23728010002","64","627","23728","010","002",2,5,99,2,4
"377","23728010005","64","627","23728","010","005",2,5,99,5,4
"378","23728010012","64","627","23728","010","012",2,1,2,20,4
"379","23947014001","64","633","23947","014","001",2,1,4,100,4
"380","23947014002","64","633","23947","014","002",2,1,5,100,4
"381","23947014003","64","633","23947","014","003",2,1,5,100,4
"382","23947014004","64","633","23947","014","004",2,1,5,90,4
"383","23947014005","64","633","23947","014","005",2,1,5,120,4
"384","23947014006","64","633","23947","014","006",2,1,5,100,4
"385","23947014007","64","633","23947","014","007",2,1,4,100,4
"386","23947014009","64","633","23947","014","009",2,1,4,100,4
"387","23947014011","64","633","23947","014","011",2,1,3,100,4
"388","23947014012","64","633","23947","014","012",2,1,4,100,4
"389","23947014013","64","633","23947","014","013",2,1,3,100,4
"390","23947014014","64","633","23947","014","014",2,1,5,100,4
"391","23947014015","64","633","23947","014","015",2,1,4,100,4
"392","23966010001","64","633","23966","010","001",2,1,5,100,4
"393","23966010002","64","633","23966","010","002",2,3,5,8,4
"394","23966010003","64","633","23966","010","003",2,1,5,100,4
"395","23966010006","64","633","23966","010","006",2,1,5,100,4
"396","23966010007","64","633","23966","010","007",2,1,5,100,4
"397","23966010008","64","633","23966","010","008",2,1,5,100,4
"398","23966010009","64","633","23966","010","009",2,1,5,100,4
"399","23966010012","64","633","23966","010","012",2,1,6,100,4
"400","23966010015","64","633","23966","010","015",2,1,5,100,4
"401","23977013001","64","633","23977","013","001",2,1,5,100,4
"402","23977013002","64","633","23977","013","002",2,1,5,100,4
"403","23977013003","64","633","23977","013","003",2,1,5,100,4
"404","23977013004","64","633","23977","013","004",2,1,4,9,4
"405","23977013005","64","633","23977","013","005",2,1,5,100,4
"406","23977013006","64","633","23977","013","006",2,1,6,120,4
"407","23977013007","64","633","23977","013","007",2,1,5,100,4
"408","23977013008","64","633","23977","013","008",2,1,6,120,4
"409","23977013009","64","633","23977","013","009",2,1,6,110,4
"410","23977013010","64","633","23977","013","010",2,1,5,10,4
"411","23977013011","64","633","23977","013","011",2,1,6,100,4
"412","23977013012","64","633","23977","013","012",2,1,5,100,4
"413","23977013013","64","633","23977","013","013",2,1,5,10,4
"414","23977013014","64","633","23977","013","014",2,1,5,100,4
"415","23977013015","64","633","23977","013","015",2,1,6,100,4
"416","24145021003","66","643","24145","021","003",2,1,5,400,2
"417","24166044008","66","643","24166","044","008",2,1,4,50,3
"418","24241019001","66","647","24241","019","001",2,2,5,70,4
"419","24241019012","66","647","24241","019","012",2,1,5,70,2
"420","24277015001","66","648","24277","015","001",2,1,3,150,2
"421","24277015002","66","648","24277","015","002",2,1,3,180,2
"422","24277015003","66","648","24277","015","003",2,1,3,160,2
"423","24277015004","66","648","24277","015","004",2,1,3,160,2
"424","24277015006","66","648","24277","015","006",2,1,3,165,2
"425","24277015007","66","648","24277","015","007",2,1,3,140,2
"426","24277015008","66","648","24277","015","008",2,1,3,150,2
"427","24277015009","66","648","24277","015","009",2,1,3,180,2
"428","24277015010","66","648","24277","015","010",2,1,3,160,2
"429","24277015011","66","648","24277","015","011",2,1,4,160,2
"430","24277015012","66","648","24277","015","012",2,1,3,180,2
"431","24277015013","66","648","24277","015","013",2,1,3,160,2
"432","24277015014","66","648","24277","015","014",2,1,2,170,2
"433","24277015015","66","648","24277","015","015",2,1,3,140,2
"434","24308011006","66","644","24308","011","006",2,1,4,200,2
"435","24308011007","66","644","24308","011","007",2,1,5,150,2
"436","24308011008","66","644","24308","011","008",2,1,4,150,2
"437","24308011012","66","644","24308","011","012",2,1,3,180,2
"438","24308011013","66","644","24308","011","013",2,1,6,100,2
"439","24314008001","66","649","24314","008","001",2,1,3,200,2
"440","24314008003","66","649","24314","008","003",2,1,3,200,2
"441","24314008004","66","649","24314","008","004",2,1,3,200,2
"442","24314008005","66","649","24314","008","005",2,1,3,220,2
"443","24314008009","66","649","24314","008","009",2,1,3,180,2
"444","24314008013","66","649","24314","008","013",2,1,3,220,2
"445","24314008014","66","649","24314","008","014",2,1,4,150,2
