"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9"
"1172","13774003011","36","359","13774","003","011",3,0,2,1,6,1
"1173","13774003003","36","359","13774","003","003",3,0,5,4,3,8
"1174","13774003010","36","359","13774","003","010",3,0,18,15,2,1
"1175","13774003004","36","359","13774","003","004",3,0,5,6,3,8
"1176","13774003002","36","359","13774","003","002",3,1,9,7,3,6
"1177","13774003001","36","359","13774","003","001",3,0,6,5,3,8
"1178","13774003013","36","359","13774","003","013",3,1,5,1,6,1
"1179","13774003003","36","359","13774","003","003",3,2,13,6,3,4
"1180","13774003004","36","359","13774","003","004",3,1,8,5,3,5
"1181","13774003001","36","359","13774","003","001",3,2,13,7,3,4
"1182","13774003008","36","359","13774","003","008",3,0,18,15,2,1
"1183","13774003007","36","359","13774","003","007",3,0,18,15,2,1
"1184","13774003013","36","359","13774","003","013",3,0,3,1,6,1
"1185","13774003002","36","359","13774","003","002",3,0,5,5,3,8
"1186","13774003005","36","359","13774","003","005",3,1,8,6,3,5
"1187","13774003012","36","359","13774","003","012",3,0,3,1,6,1
"1188","13774003004","36","359","13774","003","004",3,2,13,9,3,6
"1189","13774003003","36","359","13774","003","003",3,1,9,8,3,5
"1190","13774003015","36","359","13774","003","015",3,1,6,1,6,1
"1191","13774003005","36","359","13774","003","005",3,2,13,8,3,3
"1192","13774003001","36","359","13774","003","001",3,1,8,8,3,6
"1193","13774003015","36","359","13774","003","015",3,0,3,2,6,1
"1194","13828007006","36","360","13828","007","006",3,1,15,7,1,3
"1195","13828007013","36","360","13828","007","013",3,0,17,15,2,3
"1196","13828007017","36","360","13828","007","017",3,1,15,7,1,3
"1197","13828007012","36","360","13828","007","012",3,0,16,10,2,4
"1198","13828007006","36","360","13828","007","006",3,0,6,7,1,5
"1199","13828007001","36","360","13828","007","001",3,0,9,5,5,2
"1200","13828007008","36","360","13828","007","008",3,1,16,5,1,3
"1201","13828007009","36","360","13828","007","009",3,0,16,10,2,2
"1202","13828007017","36","360","13828","007","017",3,0,6,7,1,5
"1203","13828007003","36","360","13828","007","003",3,1,16,8,2,6
"1204","13828007002","36","360","13828","007","002",3,1,17,8,2,1
"1205","13828007002","36","360","13828","007","002",3,0,4,4,5,2
"1206","13828007003","36","360","13828","007","003",3,0,5,3,5,3
"1207","13828007008","36","360","13828","007","008",3,0,7,7,1,5
"1208","13879024002","36","360","13879","024","002",3,1,16,10,2,2
"1209","13879024002","36","360","13879","024","002",3,0,0,7,2,2
"1210","13879024008","36","360","13879","024","008",3,1,16,10,2,3
"1211","13879024010","36","360","13879","024","010",3,0,6,7,1,5
"1212","13879024008","36","360","13879","024","008",3,0,0,7,2,4
"1213","13879024010","36","360","13879","024","010",3,1,16,7,1,3
"1214","13879024007","36","360","13879","024","007",3,0,0,7,2,4
"1215","13879024007","36","360","13879","024","007",3,1,16,10,2,3
"1216","13942002006","36","361","13942","002","006",3,0,7,5,2,10
"1217","13942002013","36","361","13942","002","013",3,0,13,2,2,15
"1218","13942002013","36","361","13942","002","013",3,1,17,5,2,8
"1219","13942002012","36","361","13942","002","012",3,0,6,2,2,15
"1220","13942002009","36","361","13942","002","009",3,1,17,5,3,10
"1221","13942002016","36","361","13942","002","016",3,1,17,5,2,8
"1222","13942002008","36","361","13942","002","008",3,1,17,2,2,10
"1223","13942002007","36","361","13942","002","007",3,0,7,5,2,10
"1224","13942002016","36","361","13942","002","016",3,0,13,2,2,15
"1225","13942002012","36","361","13942","002","012",3,1,17,2,2,10
"1226","13942002002","36","361","13942","002","002",3,0,11,10,2,10
"1227","13942002008","36","361","13942","002","008",3,0,15,1,2,20
"1228","13942002009","36","361","13942","002","009",3,0,15,2,3,15
"1229","13942002006","36","361","13942","002","006",3,1,14,5,2,7
"1230","13942002007","36","361","13942","002","007",3,1,13,5,2,7
"1231","13981002015","36","362","13981","002","015",3,0,1,4,2,6
"1232","13981002010","36","362","13981","002","010",3,1,17,15,2,1
"1233","13981002004","36","362","13981","002","004",3,1,16,10,1,3
"1234","13981002015","36","362","13981","002","015",3,1,16,19,2,2
"1235","13981002010","36","362","13981","002","010",3,0,0,4,2,4
"1236","13981002011","36","362","13981","002","011",3,1,17,14,2,2
"1237","13981002009","36","362","13981","002","009",3,0,0,6,1,15
"1238","13981002006","36","362","13981","002","006",3,0,17,3,3,8
"1239","13981002008","36","362","13981","002","008",3,0,0,6,1,15
"1240","13981002011","36","362","13981","002","011",3,0,0,4,2,4
"1241","13981002004","36","362","13981","002","004",3,0,1,5,1,5
"1242","13981002005","36","362","13981","002","005",3,0,1,6,1,10
"1243","13981002007","36","362","13981","002","007",3,0,0,6,1,15
"1244","13981002006","36","362","13981","002","006",3,1,17,15,2,3
"1245","13981002005","36","362","13981","002","005",3,1,12,15,1,5
"1246","13990017006","36","362","13990","017","006",3,0,1,5,1,9
"1247","13990017014","36","362","13990","017","014",3,0,1,5,2,5
"1248","13990017015","36","362","13990","017","015",3,0,0,4,2,15
"1249","13990017005","36","362","13990","017","005",3,0,1,8,1,10
"1250","13990017004","36","362","13990","017","004",3,0,1,7,1,14
"1251","13990017006","36","362","13990","017","006",3,1,13,18,1,10
"1252","13990017005","36","362","13990","017","005",3,1,13,15,1,5
"1253","13990017014","36","362","13990","017","014",3,1,17,14,2,2
"1254","13990017004","36","362","13990","017","004",3,1,13,20,1,8
"1255","13990017015","36","362","13990","017","015",3,1,17,16,2,2
"1256","14008021010","36","362","14008","021","010",3,1,17,12,2,2
"1257","14008021010","36","362","14008","021","010",3,0,0,4,2,5
"1258","14008021014","36","362","14008","021","014",3,0,0,4,2,16
"1259","14008021014","36","362","14008","021","014",3,1,17,15,2,2
"1260","14134015006","36","364","14134","015","006",3,0,1,5,2,7
"1261","14134015006","36","364","14134","015","006",3,1,10,7,2,5
"1262","14134015013","36","364","14134","015","013",3,1,10,7,2,99
"1263","14134015004","36","364","14134","015","004",3,0,1,5,2,7
"1264","14134015011","36","364","14134","015","011",3,1,9,7,2,99
"1265","14134015015","36","364","14134","015","015",3,1,9,7,2,99
"1266","14134015012","36","364","14134","015","012",3,1,8,7,2,99
"1267","14134015011","36","364","14134","015","011",3,0,1,5,2,99
"1268","14134015004","36","364","14134","015","004",3,1,8,7,2,5
"1269","14134015015","36","364","14134","015","015",3,0,1,5,2,99
"1270","14134015012","36","364","14134","015","012",3,0,1,5,2,99
"1271","14134015013","36","364","14134","015","013",3,0,1,5,2,99
"1272","14158008014","36","365","14158","008","014",3,0,10,10,2,15
"1273","14158008009","36","365","14158","008","009",3,1,18,15,2,99
"1274","14158008009","36","365","14158","008","009",3,0,6,7,2,99
"1275","14158008004","36","365","14158","008","004",3,0,12,10,2,20
"1276","14158008008","36","365","14158","008","008",3,0,6,7,2,99
"1277","14158008008","36","365","14158","008","008",3,1,18,15,2,99
"1278","14158008003","36","365","14158","008","003",3,1,18,15,2,2
"1279","14158008007","36","365","14158","008","007",3,0,7,7,2,99
"1280","14158008004","36","365","14158","008","004",3,1,17,20,2,10
"1281","14158008002","36","365","14158","008","002",3,0,10,10,2,20
"1282","14158008007","36","365","14158","008","007",3,1,18,15,2,99
"1283","14158008006","36","365","14158","008","006",3,0,10,10,2,15
"1284","14158008013","36","365","14158","008","013",3,0,10,10,2,15
"1285","14158008011","36","365","14158","008","011",3,1,18,15,2,1
"1286","14158008001","36","365","14158","008","001",3,0,10,10,2,15
"1287","14158008013","36","365","14158","008","013",3,1,18,15,2,2
"1288","14158008003","36","365","14158","008","003",3,0,10,10,2,20
"1289","14158008012","36","365","14158","008","012",3,0,10,10,2,15
"1290","14158008001","36","365","14158","008","001",3,1,18,15,2,2
"1291","14158008005","36","365","14158","008","005",3,0,12,10,2,18
"1292","14158008014","36","365","14158","008","014",3,1,18,15,2,2
"1293","14158008005","36","365","14158","008","005",3,1,17,20,2,5
"1294","14158008012","36","365","14158","008","012",3,1,18,15,2,1
"1295","14158008002","36","365","14158","008","002",3,1,18,15,2,2
"1296","14158008006","36","365","14158","008","006",3,1,18,15,2,5
"1297","14158008011","36","365","14158","008","011",3,0,10,10,2,18
"1298","14173029004","36","365","14173","029","004",3,0,10,10,2,15
"1299","14173029013","36","365","14173","029","013",3,1,18,15,2,1
"1300","14173029001","36","365","14173","029","001",3,0,5,7,2,99
"1301","14173029009","36","365","14173","029","009",3,0,11,10,2,18
"1302","14173029013","36","365","14173","029","013",3,0,10,10,2,18
"1303","14173029007","36","365","14173","029","007",3,1,16,20,2,5
"1304","14173029007","36","365","14173","029","007",3,0,3,10,2,10
"1305","14173029005","36","365","14173","029","005",3,1,18,15,2,2
"1306","14173029006","36","365","14173","029","006",3,0,10,10,2,15
"1307","14173029002","36","365","14173","029","002",3,0,5,7,2,99
"1308","14173029005","36","365","14173","029","005",3,0,10,10,2,15
"1309","14173029004","36","365","14173","029","004",3,1,18,15,2,3
"1310","14173029006","36","365","14173","029","006",3,1,18,15,2,2
"1311","14173029009","36","365","14173","029","009",3,1,17,20,2,10
"1312","14173029008","36","365","14173","029","008",3,0,6,10,2,10
"1313","14173029001","36","365","14173","029","001",3,1,18,15,2,99
"1314","14173029008","36","365","14173","029","008",3,1,17,5,2,5
"1315","14173029002","36","365","14173","029","002",3,1,18,15,2,99
"1316","14188015004","36","365","14188","015","004",3,0,10,10,2,18
"1317","14188015002","36","365","14188","015","002",3,1,17,20,2,10
"1318","14188015013","36","365","14188","015","013",3,1,18,15,2,99
"1319","14188015001","36","365","14188","015","001",3,1,17,20,2,10
"1320","14188015004","36","365","14188","015","004",3,1,18,15,2,2
"1321","14188015008","36","365","14188","015","008",3,1,18,15,2,2
"1322","14188015013","36","365","14188","015","013",3,0,6,7,2,99
"1323","14188015009","36","365","14188","015","009",3,1,18,17,2,1
"1324","14188015010","36","365","14188","015","010",3,1,18,15,2,2
"1325","14188015001","36","365","14188","015","001",3,0,10,10,2,15
"1326","14188015008","36","365","14188","015","008",3,0,10,10,2,20
"1327","14188015010","36","365","14188","015","010",3,0,10,10,2,15
"1328","14188015005","36","365","14188","015","005",3,0,10,10,2,17
"1329","14188015005","36","365","14188","015","005",3,1,18,15,2,2
"1330","14188015009","36","365","14188","015","009",3,0,10,10,2,20
"1331","14188015002","36","365","14188","015","002",3,0,13,10,2,18
"1332","14647012010","37","376","14647","012","010",3,0,1,20,2,5
"1333","14647012015","37","376","14647","012","015",3,1,9,20,2,5
"1334","14647012015","37","376","14647","012","015",3,0,2,20,2,5
"1335","14647012010","37","376","14647","012","010",3,1,5,20,2,5
"1336","14662011016","37","376","14662","011","016",3,0,1,7,2,10
"1337","14662011007","37","376","14662","011","007",3,0,0,7,2,10
"1338","14662011007","37","376","14662","011","007",3,1,17,10,2,5
"1339","14662011011","37","376","14662","011","011",3,0,0,7,2,7
"1340","14662011004","37","376","14662","011","004",3,0,0,7,2,10
"1341","14662011012","37","376","14662","011","012",3,1,17,8,2,5
"1342","14662011002","37","376","14662","011","002",3,1,17,10,2,5
"1343","14662011013","37","376","14662","011","013",3,0,0,5,2,6
"1344","14662011001","37","376","14662","011","001",3,0,1,5,2,10
"1345","14662011009","37","376","14662","011","009",3,1,17,6,2,5
"1346","14662011006","37","376","14662","011","006",3,0,0,6,2,7
"1347","14662011006","37","376","14662","011","006",3,1,17,6,2,5
"1348","14662011004","37","376","14662","011","004",3,1,17,10,2,5
"1349","14662011013","37","376","14662","011","013",3,1,17,6,2,7
"1350","14662011011","37","376","14662","011","011",3,1,17,6,2,5
"1351","14662011014","37","376","14662","011","014",3,1,17,6,2,5
"1352","14662011003","37","376","14662","011","003",3,0,1,5,2,10
"1353","14662011014","37","376","14662","011","014",3,0,0,6,2,8
"1354","14662011009","37","376","14662","011","009",3,0,0,5,2,8
"1355","14662011002","37","376","14662","011","002",3,0,1,5,2,10
"1356","14662011008","37","376","14662","011","008",3,1,17,6,2,6
"1357","14662011012","37","376","14662","011","012",3,0,0,5,2,9
"1358","14662011001","37","376","14662","011","001",3,1,17,7,2,5
"1359","14662011016","37","376","14662","011","016",3,1,17,10,2,5
"1360","14662011003","37","376","14662","011","003",3,1,17,7,2,5
"1361","14662011008","37","376","14662","011","008",3,0,0,6,2,8
"1362","14704015006","37","377","14704","015","006",3,0,1,10,2,6
"1363","14704015004","37","377","14704","015","004",3,1,18,15,2,2
"1364","14704015004","37","377","14704","015","004",3,0,1,15,2,5
"1365","14704015015","37","377","14704","015","015",3,0,1,12,2,2
"1366","14704015015","37","377","14704","015","015",3,1,18,15,2,5
"1367","14704015008","37","377","14704","015","008",3,1,18,15,2,2
"1368","14704015002","37","377","14704","015","002",3,0,1,15,2,5
"1369","14704015006","37","377","14704","015","006",3,1,18,15,2,5
"1370","14704015002","37","377","14704","015","002",3,1,18,15,2,2
"1371","14704015008","37","377","14704","015","008",3,0,1,10,2,3
"1372","14707006008","37","377","14707","006","008",3,1,18,20,2,1
"1373","14707006011","37","377","14707","006","011",3,1,18,20,2,1
"1374","14707006010","37","377","14707","006","010",3,0,1,15,2,3
"1375","14707006009","37","377","14707","006","009",3,0,1,13,1,3
"1376","14707006012","37","377","14707","006","012",3,1,18,15,2,5
"1377","14707006010","37","377","14707","006","010",3,1,18,25,2,1
"1378","14707006002","37","377","14707","006","002",3,1,18,15,2,2
"1379","14707006009","37","377","14707","006","009",3,1,18,20,2,2
"1380","14707006006","37","377","14707","006","006",3,1,18,15,2,6
"1381","14707006011","37","377","14707","006","011",3,0,1,15,2,2
"1382","14707006014","37","377","14707","006","014",3,0,1,14,2,3
"1383","14707006001","37","377","14707","006","001",3,1,18,15,2,2
"1384","14707006012","37","377","14707","006","012",3,0,1,15,2,2
"1385","14707006002","37","377","14707","006","002",3,0,1,15,2,5
"1386","14707006001","37","377","14707","006","001",3,0,1,15,2,5
"1387","14707006006","37","377","14707","006","006",3,0,1,11,2,7
"1388","14707006008","37","377","14707","006","008",3,0,1,10,2,2
"1389","14707006014","37","377","14707","006","014",3,1,18,15,2,6
"1390","14800014007","38","380","14800","014","007",3,0,2,2,2,2
"1391","14800014008","38","380","14800","014","008",3,0,1,2,2,3
"1392","16432008005","38","380","16432","008","005",3,0,18,4,1,2
"1393","15016007011","38","387","15016","007","011",3,0,0,3,1,34
"1394","15016007002","38","387","15016","007","002",3,0,0,2,1,34
"1395","15016007014","38","387","15016","007","014",3,0,0,3,1,33
"1396","15016007003","38","387","15016","007","003",3,0,0,2,1,32
"1397","15016007015","38","387","15016","007","015",3,0,0,4,1,24
"1398","15016007007","38","387","15016","007","007",3,0,0,2,1,30
"1399","15016007013","38","387","15016","007","013",3,0,0,2,1,28
"1400","15016007011","38","387","15016","007","011",3,1,3,1,5,15
"1401","15016007001","38","387","15016","007","001",3,1,3,2,6,30
"1402","15016007012","38","387","15016","007","012",3,0,0,3,1,29
"1403","15016007006","38","387","15016","007","006",3,0,0,2,1,23
"1404","15016007001","38","387","15016","007","001",3,0,1,5,1,34
"1405","15016007005","38","387","15016","007","005",3,0,0,3,1,32
"1406","15016007009","38","387","15016","007","009",3,0,0,2,1,28
"1407","15016007010","38","387","15016","007","010",3,0,0,3,1,32
"1408","15016007008","38","387","15016","007","008",3,0,0,3,1,38
"1409","15250003013","38","391","15250","003","013",3,0,15,7,1,1
"1410","15250003014","38","391","15250","003","014",3,2,10,12,6,3
"1411","15250003005","38","391","15250","003","005",3,0,16,10,1,1
"1412","15250003004","38","391","15250","003","004",3,0,17,10,1,2
"1413","15250003014","38","391","15250","003","014",3,1,5,20,6,5
"1414","15250003007","38","391","15250","003","007",3,0,5,25,5,5
"1415","15250003014","38","391","15250","003","014",3,3,15,10,6,3
"1416","15250003007","38","391","15250","003","007",3,1,12,15,5,3
"1417","15250003014","38","391","15250","003","014",3,0,8,15,6,5
"1418","15250003001","38","391","15250","003","001",3,0,17,10,1,2
"1419","15349005007","38","393","15349","005","007",3,0,4,5,3,1
"1420","15349005005","38","393","15349","005","005",3,0,4,5,3,1
"1421","15349005014","38","393","15349","005","014",3,0,4,5,3,1
"1422","15349005001","38","393","15349","005","001",3,0,4,5,3,1
"1423","15493005012","38","395","15493","005","012",3,1,17,14,3,5
"1424","15493005010","38","395","15493","005","010",3,1,17,15,1,5
"1425","15493005016","38","395","15493","005","016",3,1,16,8,2,0
"1426","15493005013","38","395","15493","005","013",3,1,17,10,1,0
"1427","15493005012","38","395","15493","005","012",3,0,9,7,6,3
"1428","15493005008","38","395","15493","005","008",3,1,16,8,2,0
"1429","15493005003","38","395","15493","005","003",3,1,16,10,1,0
"1430","15493005016","38","395","15493","005","016",3,0,9,7,2,0
"1431","15493005003","38","395","15493","005","003",3,0,10,5,1,2
"1432","15493005010","38","395","15493","005","010",3,0,17,8,6,5
"1433","15493005013","38","395","15493","005","013",3,0,13,5,1,2
"1434","15493005008","38","395","15493","005","008",3,0,9,7,2,2
"1435","15685004004","38","397","15685","004","004",3,0,0,12,6,1
"1436","15748002010","38","397","15748","002","010",3,0,0,12,6,1
"1437","15748002010","38","397","15748","002","010",3,1,0,10,6,1
"1438","15748002013","38","397","15748","002","013",3,0,0,10,6,1
"1439","15748002013","38","397","15748","002","013",3,2,7,10,6,1
"1440","15748002013","38","397","15748","002","013",3,1,2,12,6,1
"1441","15748002014","38","397","15748","002","014",3,1,1,12,3,1
"1442","15748002014","38","397","15748","002","014",3,0,0,10,3,1
"1443","15748002012","38","397","15748","002","012",3,0,0,12,6,1
"1444","15748002012","38","397","15748","002","012",3,2,8,10,6,1
"1445","15748002011","38","397","15748","002","011",3,2,11,10,6,1
"1446","15748002012","38","397","15748","002","012",3,1,3,10,6,1
"1447","15748002014","38","397","15748","002","014",3,3,7,10,3,1
"1448","15748002010","38","397","15748","002","010",3,2,3,15,6,1
"1449","15748002014","38","397","15748","002","014",3,2,5,10,3,1
"1450","15748002011","38","397","15748","002","011",3,1,6,15,6,1
"1451","15748002014","38","397","15748","002","014",3,4,12,7,3,1
"1452","15748002011","38","397","15748","002","011",3,0,1,12,6,1
"1453","15754006004","38","397","15754","006","004",3,0,0,15,6,1
"1454","15754006005","38","397","15754","006","005",3,0,0,15,6,1
"1455","15754006014","38","397","15754","006","014",3,0,0,15,2,1
"1456","15754006006","38","397","15754","006","006",3,0,0,15,6,1
"1457","16096005014","38","401","16096","005","014",3,1,17,5,2,3
"1458","16096005010","38","401","16096","005","010",3,0,18,5,2,5
"1459","16096005001","38","401","16096","005","001",3,0,17,3,2,5
"1460","16096005006","38","401","16096","005","006",3,0,3,2,2,6
"1461","16096005011","38","401","16096","005","011",3,1,17,3,2,3
"1462","16096005013","38","401","16096","005","013",3,0,10,3,2,3
"1463","16096005014","38","401","16096","005","014",3,0,3,2,2,7
"1464","16096005007","38","401","16096","005","007",3,0,16,3,2,5
"1465","16096005005","38","401","16096","005","005",3,0,17,5,2,10
"1466","16096005006","38","401","16096","005","006",3,1,17,3,2,5
"1467","16096005015","38","401","16096","005","015",3,0,17,5,2,8
"1468","16096005011","38","401","16096","005","011",3,0,5,2,2,10
"1469","16162005001","38","401","16162","005","001",3,1,18,3,6,1
"1470","16162005014","38","401","16162","005","014",3,0,16,3,6,1
"1471","16162005001","38","401","16162","005","001",3,0,16,5,6,1
"1472","16162005004","38","401","16162","005","004",3,0,16,12,6,2
"1473","16165008010","38","401","16165","008","010",3,0,6,9,5,3
"1474","17914004015","40","412","17914","004","015",3,0,17,15,6,1
"1475","17914004002","40","412","17914","004","002",3,0,16,20,6,2
"1476","17914004009","40","412","17914","004","009",3,0,17,15,6,1
"1477","17032001009","40","419","17032","001","009",3,0,16,5,6,7
"1478","17032001004","40","419","17032","001","004",3,1,4,5,1,3
"1479","17032001006","40","419","17032","001","006",3,0,5,5,6,5
"1480","17032001010","40","419","17032","001","010",3,0,6,10,6,15
"1481","17032001003","40","419","17032","001","003",3,0,3,5,99,99
"1482","17032001004","40","419","17032","001","004",3,0,5,4,2,2
"1483","17032001001","40","419","17032","001","001",3,0,5,5,2,99
"1484","17440001014","40","425","17440","001","014",3,0,5,3,6,2
"1485","17440001014","40","425","17440","001","014",3,1,14,2,6,2
"1486","17440001008","40","425","17440","001","008",3,0,17,2,2,2
"1487","17527011002","40","426","17527","011","002",3,0,3,5,3,3
"1488","17527011004","40","426","17527","011","004",3,0,1,0,99,0
"1489","17527011001","40","426","17527","011","001",3,0,1,3,3,3
"1490","17527011004","40","426","17527","011","004",3,1,1,0,2,0
"1491","17692014025","40","427","17692","014","025",3,1,11,2,3,10
"1492","17692014025","40","427","17692","014","025",3,0,10,2,3,5
"1493","17692014026","40","427","17692","014","026",3,0,12,3,2,10
"1494","17692014023","40","427","17692","014","023",3,1,13,2,3,15
"1495","17692014023","40","427","17692","014","023",3,0,13,2,3,10
"1496","17692014022","40","427","17692","014","022",3,0,14,2,3,10
"1497","17692014026","40","427","17692","014","026",3,1,14,2,2,15
"1498","17692014022","40","427","17692","014","022",3,1,14,2,3,10
"1499","17692014018","40","427","17692","014","018",3,0,1,1,1,1
"1500","17749003012","40","428","17749","003","012",3,1,13,2,6,0
"1501","17749003014","40","428","17749","003","014",3,0,12,5,6,0
"1502","17749003012","40","428","17749","003","012",3,0,12,3,6,0
"1503","17749003001","40","428","17749","003","001",3,0,14,2,6,0
"1504","17749003003","40","428","17749","003","003",3,0,7,3,6,0
"1505","17749003002","40","428","17749","003","002",3,0,10,3,6,0
"1506","17749003015","40","428","17749","003","015",3,0,9,2,6,0
"1507","17749003008","40","428","17749","003","008",3,0,11,2,6,0
"1508","17749003011","40","428","17749","003","011",3,0,11,3,6,0
"1509","17800004015","40","428","17800","004","015",3,0,4,5,6,2
"1510","17800004012","40","428","17800","004","012",3,0,4,3,6,2
"1511","17800004013","40","428","17800","004","013",3,0,2,12,6,2
"1512","17104017004","40","432","17104","017","004",3,0,6,5,2,1
"1513","17104017012","40","432","17104","017","012",3,1,18,10,2,0
"1514","17104017015","40","432","17104","017","015",3,0,6,5,2,1
"1515","17104017002","40","432","17104","017","002",3,0,6,5,2,1
"1516","17104017002","40","432","17104","017","002",3,1,18,10,2,0
"1517","17104017004","40","432","17104","017","004",3,1,18,10,2,0
"1518","17104017012","40","432","17104","017","012",3,0,6,5,2,1
"1519","17104017015","40","432","17104","017","015",3,1,18,10,2,0
"1520","18094005007","42","436","18094","005","007",3,0,0,7,1,3
"1521","18094005007","42","436","18094","005","007",3,1,15,15,1,2
"1522","18094005008","42","436","18094","005","008",3,0,0,7,1,5
"1523","18094005008","42","436","18094","005","008",3,1,15,15,1,1
"1524","18094005004","42","436","18094","005","004",3,0,0,6,1,3
"1525","18094005004","42","436","18094","005","004",3,1,15,14,1,2
"1526","18130005006","42","437","18130","005","006",3,0,0,15,2,0
"1527","18130005006","42","437","18130","005","006",3,2,17,10,2,99
"1528","18130005005","42","437","18130","005","005",3,0,0,10,2,99
"1529","18130005008","42","437","18130","005","008",3,1,17,10,2,99
"1530","18130005008","42","437","18130","005","008",3,0,0,10,2,99
"1531","18130005002","42","437","18130","005","002",3,0,0,10,2,99
"1532","18130005010","42","437","18130","005","010",3,1,17,10,2,99
"1533","18130005010","42","437","18130","005","010",3,0,0,7,2,99
"1534","18130005005","42","437","18130","005","005",3,1,17,10,2,99
"1535","18199007016","42","439","18199","007","016",3,1,16,5,1,5
"1536","18199007004","42","439","18199","007","004",3,1,17,10,2,5
"1537","18199007004","42","439","18199","007","004",3,0,15,10,2,5
"1538","18199007016","42","439","18199","007","016",3,0,9,3,5,2
"1539","18199007005","42","439","18199","007","005",3,0,16,10,2,3
"1540","18364008009","42","442","18364","008","009",3,0,2,10,3,2
"1541","18640005010","42","445","18640","005","010",3,0,1,2,2,99
"1542","18640005009","42","445","18640","005","009",3,0,1,5,1,99
"1543","18640005004","42","445","18640","005","004",3,1,12,2,6,2
"1544","18640005005","42","445","18640","005","005",3,0,8,2,6,2
"1545","18640005012","42","445","18640","005","012",3,0,3,3,2,99
"1546","18640005004","42","445","18640","005","004",3,0,12,2,6,2
"1547","18673005005","42","446","18673","005","005",3,2,9,10,1,3
"1548","18673005005","42","446","18673","005","005",3,1,5,10,1,5
"1549","18673005005","42","446","18673","005","005",3,0,1,5,1,2
"1550","18682004018","42","446","18682","004","018",3,1,2,1,2,99
"1551","18682004018","42","446","18682","004","018",3,0,0,5,2,3
"1552","18682004018","42","446","18682","004","018",3,2,4,3,2,99
"1553","18859029003","44","450","18859","029","003",3,0,0,7,2,99
"1554","18859029003","44","450","18859","029","003",3,2,17,15,2,99
"1555","18859029012","44","450","18859","029","012",3,1,12,4,2,99
"1556","18859029003","44","450","18859","029","003",3,1,12,4,3,99
"1557","18859029012","44","450","18859","029","012",3,0,0,7,2,99
"1558","18859029012","44","450","18859","029","012",3,2,17,12,2,99
"1559","19012011015","44","454","19012","011","015",3,0,5,3,2,99
"1560","19012011015","44","454","19012","011","015",3,1,12,2,2,99
"1561","19033008013","44","454","19033","008","013",3,1,10,2,1,99
"1562","19033008012","44","454","19033","008","012",3,0,4,3,1,99
"1563","19033008012","44","454","19033","008","012",3,1,12,2,1,99
"1564","19033008011","44","454","19033","008","011",3,1,13,2,1,99
"1565","19033008009","44","454","19033","008","009",3,1,11,2,1,99
"1566","19033008009","44","454","19033","008","009",3,0,6,3,1,99
"1567","19033008013","44","454","19033","008","013",3,0,6,3,1,99
"1568","19033008011","44","454","19033","008","011",3,0,7,3,1,99
"1569","19057005013","44","454","19057","005","013",3,0,4,2,1,99
"1570","19057005012","44","454","19057","005","012",3,1,10,3,1,99
"1571","19057005015","44","454","19057","005","015",3,0,6,2,1,2
"1572","19057005012","44","454","19057","005","012",3,0,5,2,1,99
"1573","19258010013","44","457","19258","010","013",3,1,15,25,3,20
"1574","19258010012","44","457","19258","010","012",3,1,16,20,3,20
"1575","19258010013","44","457","19258","010","013",3,0,1,8,3,30
"1576","19258010010","44","457","19258","010","010",3,0,1,8,3,35
"1577","19258010010","44","457","19258","010","010",3,1,17,30,3,20
"1578","19258010008","44","457","19258","010","008",3,1,18,10,2,6
"1579","19258010007","44","457","19258","010","007",3,0,0,5,2,3
"1580","19258010011","44","457","19258","010","011",3,1,15,30,3,20
"1581","19258010004","44","457","19258","010","004",3,1,18,10,2,6
"1582","19258010014","44","457","19258","010","014",3,0,1,8,3,30
"1583","19258010012","44","457","19258","010","012",3,0,1,7,3,45
"1584","19258010004","44","457","19258","010","004",3,0,0,3,2,5
"1585","19258010008","44","457","19258","010","008",3,0,0,8,2,3
"1586","19258010011","44","457","19258","010","011",3,0,1,10,3,40
"1587","19258010003","44","457","19258","010","003",3,0,0,10,2,2
"1588","19258010003","44","457","19258","010","003",3,1,17,10,2,5
"1589","19258010005","44","457","19258","010","005",3,0,0,5,2,3
"1590","19258010007","44","457","19258","010","007",3,1,18,10,2,6
"1591","19258010014","44","457","19258","010","014",3,1,14,20,3,20
"1592","19258010005","44","457","19258","010","005",3,1,18,10,2,6
"1593","19267014001","44","457","19267","014","001",3,1,18,10,2,5
"1594","19267014001","44","457","19267","014","001",3,0,0,5,2,3
"1595","19267014007","44","457","19267","014","007",3,1,18,10,2,5
"1596","19267014007","44","457","19267","014","007",3,0,0,5,2,2
"1597","19267014005","44","457","19267","014","005",3,0,0,5,2,3
"1598","19267014003","44","457","19267","014","003",3,1,18,10,2,6
"1599","19267014011","44","457","19267","014","011",3,1,18,25,3,20
"1600","19267014009","44","457","19267","014","009",3,0,1,7,3,40
"1601","19267014014","44","457","19267","014","014",3,1,17,30,3,20
"1602","19267014014","44","457","19267","014","014",3,0,1,9,3,40
"1603","19267014008","44","457","19267","014","008",3,0,1,7,3,30
"1604","19267014009","44","457","19267","014","009",3,1,17,20,3,20
"1605","19267014005","44","457","19267","014","005",3,1,18,10,2,5
